id,sourceLang,targetLang,sourceString,targetString
1,en,gu-IN,1918 flu,1918નો ફ્લૂ
2,en,gu-IN,acute bronchitis,એક્યૂટ બ્રોંકાઇટિસ
3,en,gu-IN,acute respiratory disease,તીવ્ર શ્વસન રોગ
4,en,gu-IN,AIDS,એઇડ્સ
5,en,gu-IN,airborne droplets,વાયુજન્ય ટીપા
6,en,gu-IN,airway,વાયુ માર્ગે
7,en,gu-IN,alcohol-based,આલ્કોહોલ આધારિત
8,en,gu-IN,alcohol-based hand rub,આલ્કોહોલ આધારિત હેન્ડ રબ
9,en,gu-IN,alcohol-based hand sanitizer,આલ્કોહોલ આધારિત હેન્ડ સેનેટાઇઝર
10,en,gu-IN,alveolar disease,ઍલ્વીઓલરનો રોગ
11,en,gu-IN,an epidemic,રોગચાળો
12,en,gu-IN,annual flu,એન્યુઅલ ફ્લૂ
13,en,gu-IN,anti-inflammatory drug,ઍન્ટિ-ઇન્ફ્લૅમટરી ડ્રગ
14,en,gu-IN,antiviral drug,ઍન્ટિવાઇરલ ડ્રગ
15,en,gu-IN,antiviral treatment,ઍન્ટિવાઇરલ ટ્રીટમેન્ટ
16,en,gu-IN,assay,પરીક્ષણ
17,en,gu-IN,asymptomatic,એસીમ્પ્ટોમેટિક
18,en,gu-IN,avian flu,એવિઅન ફ્લૂ
19,en,gu-IN,Black Plague,બ્લેક પ્લેગ
20,en,gu-IN,blood pressure,બ્લડ પ્રેશર
21,en,gu-IN,body fluid,શરીરમાં રહેલું પ્રવાહી
22,en,gu-IN,breathing,શ્વાસોચ્છવાસ
23,en,gu-IN,bubonic plague,બ્યુબોનિક પ્લેગ
24,en,gu-IN,c19,c19
25,en,gu-IN,cv19,cv19
26,en,gu-IN,case fatality rate,કેસ મૃત્યુદર
27,en,gu-IN,causative agent,કાર્યકારી એજન્ટ
28,en,gu-IN,CDC,CDC
29,en,gu-IN,chemical disinfection,રાસાયણિક જીવાણુ નાશકક્રિયા
30,en,gu-IN,chest x-ray,છાતીનો એક્સ-રે
31,en,gu-IN,clinical diagnosis,ક્લિનિકલ નિદાન
32,en,gu-IN,clinical trial,ક્લિનિકલ ટ્રાયલ
33,en,gu-IN,close contact,નજીકનો સંપર્ક
34,en,gu-IN,cvirus,સીવાઇરસ
35,en,gu-IN,chronic respiratory disease,શ્વસન સંબંધી જૂનો રોગ
36,en,gu-IN,common cold,સામાન્ય શરદી
37,en,gu-IN,common flu,સામાન્ય ફ્લૂ
38,en,gu-IN,communicable disease,સંક્રમણક્ષમ રોગ
39,en,gu-IN,community spread,કોમ્યુનિટીમાં ફેલાવ
40,en,gu-IN,community transmission,કોમ્યુનિટી ટ્રાંસ્મિશન
41,en,gu-IN,compromised immune system,નબળું ઇમ્યૂન સિસ્ટમ
42,en,gu-IN,contagion,ચેપ લાગવો
43,en,gu-IN,contagious,ચેપી
44,en,gu-IN,contagiousness,કન્ટેજસ્નિસ
45,en,gu-IN,corona,કોરોના
46,en,gu-IN,corona virus,કોરોના વાઇરસ
47,en,gu-IN,corona virus epidemic,કોરોના વાઇરસનો રોગચાળો
48,en,gu-IN,corona virus outbreak,કોરોના વાઇરસનો કહેર
49,en,gu-IN,corona virus scare,કોરોના વાઇરસની દહેશત
50,en,gu-IN,coronavirus,કોરોનાવાઇરસ
51,en,gu-IN,coronavirus cases,કોરોનાવાઇરસના કેસ
52,en,gu-IN,coronavirus outbreak,કોરોનાવાઇરસનો કહેર
53,en,gu-IN,coronavirus pandemic,કોરોનાવાઇરસની મહામારી
54,en,gu-IN,coronavirus scare,કોરોનાવાઇરસની દહેશત
55,en,gu-IN,cough,કફ
56,en,gu-IN,cough etiquette,ઉધરસ ખાવાની રીત
57,en,gu-IN,coughing,ઉધરસ ખાવી
58,en,gu-IN,cov 19,cov 19
59,en,gu-IN,cov19,cov19
60,en,gu-IN,COVID,COVID
61,en,gu-IN,COVID-19 crisis,COVID-19ની કટોકટી
62,en,gu-IN,covid-19,covid-19
63,en,gu-IN,covid19,covid19
64,en,gu-IN,COVID-19 epidemic,COVID-19નો રોગચાળો
