id,sourceLang,targetLang,sourceString,targetString
1,en,te-IN,1918 flu,1918 flu
2,en,te-IN,acute bronchitis,తీవ్ర శ్వాసనాళాల వాపు
3,en,te-IN,acute respiratory disease,తీవ్రమైన శ్వాసకోశ వ్యాధి
4,en,te-IN,AIDS,ఎయిడ్స్
5,en,te-IN,airborne droplets,ఎయిర్‌బార్న్ డ్రాప్‌లెట్స్
6,en,te-IN,airway,ఎయిర్‌వే
7,en,te-IN,alcohol-based,ఆల్కహాల్ ఆధారితం
8,en,te-IN,alcohol-based hand rub,ఆల్కహాల్ ఆధారిత హ్యాండ్ రబ్
9,en,te-IN,alcohol-based hand sanitizer,ఆల్కహాల్ ఆధారిత హ్యాండ్ శానిటైజర్
10,en,te-IN,alveolar disease,వాయుకోశ సంబంధ వ్యాధి
11,en,te-IN,an epidemic,అంటువ్యాధి
12,en,te-IN,annual flu,వార్షిక ఫ్లూ
13,en,te-IN,anti-inflammatory drug,శోధ నిరోధక మందులు
14,en,te-IN,antiviral drug,వైరస్ నిరోధక మందులు
15,en,te-IN,antiviral treatment,వైరస్ నిరోధక చికిత్స
16,en,te-IN,assay,నిర్ధారణ
17,en,te-IN,asymptomatic,వ్యాధిలక్షణ రహిత
18,en,te-IN,avian flu,ఏవియన్ ఫ్లూ
19,en,te-IN,Black Plague,నలుపు ప్లేగు
20,en,te-IN,blood pressure,రక్తపోటు
21,en,te-IN,body fluid,శరీర ద్రవం
22,en,te-IN,breathing,శ్వాస
23,en,te-IN,bubonic plague,బుబోనిక్ ప్లేగు
24,en,te-IN,c19,c19
25,en,te-IN,cv19,cv19
26,en,te-IN,case fatality rate,వాస్తవ మరణాల రేటు
27,en,te-IN,causative agent,కారక ఏజెంట్
28,en,te-IN,CDC,CDC
29,en,te-IN,chemical disinfection,రసాయన క్రిమి సంహారకం
30,en,te-IN,chest x-ray,ఛాతీ ఎక్స్-రే
31,en,te-IN,clinical diagnosis,వైద్య నిర్ధారణ
32,en,te-IN,clinical trial,క్లినికల్ ట్రయల్
33,en,te-IN,close contact,సన్నిహితంగా ఉన్న వ్యక్తి
34,en,te-IN,cvirus,సివైరస్
35,en,te-IN,chronic respiratory disease,దీర్ఘకాలిక శ్వాసకోశ వ్యాధి
36,en,te-IN,common cold,సాధారణ జలుబు
37,en,te-IN,common flu,సాధారణ జ్వరం
38,en,te-IN,communicable disease,అంటు వ్యాధి
39,en,te-IN,community spread,సమాజంలో వ్యాప్తి
40,en,te-IN,community transmission,సమాజంలో ప్రసారం
41,en,te-IN,compromised immune system,పని చేయని రోగ నిరోధక వ్యవస్థ
42,en,te-IN,contagion,సంక్రమణ
43,en,te-IN,contagious,అంటు
44,en,te-IN,contagiousness,అంటుకోవడం
45,en,te-IN,corona,కరోనా
46,en,te-IN,corona virus,కరోనా వైరస్
47,en,te-IN,corona virus epidemic,కరోనా వైరస్ అంటువ్యాధి
48,en,te-IN,corona virus outbreak,కరోనా వైరస్ అవుట్‌బ్రేక్
49,en,te-IN,corona virus scare,కరోనా వైరస్ స్కేర్
50,en,te-IN,coronavirus,కరోనావైరస్
51,en,te-IN,coronavirus cases,కరోనావైరస్ కేసులు
52,en,te-IN,coronavirus outbreak,కరోనావైరస్ అవుట్‌బ్రేక్
53,en,te-IN,coronavirus pandemic,కరోనావైరస్ మహమ్మారి
54,en,te-IN,coronavirus scare,కరోనావైరస్ భయం
55,en,te-IN,cough,దగ్గు
56,en,te-IN,cough etiquette,దగ్గు రీతి
57,en,te-IN,coughing,దగ్గడం
58,en,te-IN,cov 19,cov 19
59,en,te-IN,cov19,cov19
60,en,te-IN,COVID,COVID
61,en,te-IN,COVID-19 crisis,COVID-19 సంక్షోభం
62,en,te-IN,covid-19,covid-19
63,en,te-IN,covid19,covid19
64,en,te-IN,COVID-19 epidemic,COVID-19 అంటువ్యాధి
65,en,te-IN,COVID-19 outbreak,COVID-19 అవుట్‌బ్రేక్
66,en,te-IN,COVID-19 pandemic,COVID-19 మహమ్మారి
67,en,te-IN,COVID 19,COVID 19
68,en,te-IN,current crisis,ప్రస్తుత సంక్షోభం
69,en,te-IN,current health crisis,ప్రస్తుత ఆరోగ్య సంక్షోభం
70,en,te-IN,current outbreak,ప్రస్తుత అవుట్‌బ్రేక్
71,en,te-IN,current pandemic,ప్రస్తుత మహమ్మారి
72,en,te-IN,CV,CV
73,en,te-IN,CV-19,CV-19
74,en,te-IN,deadly,ప్రాణాంతకం
75,en,te-IN,deadly virus,ప్రాణాంతక వైరస్
76,en,te-IN,death rate,మరణ రేటు
77,en,te-IN,death toll,మృతుల సంఖ్య
78,en,te-IN,decontaminate,ప్రక్షాళన
79,en,te-IN,detectable,గుర్తించదగిన
80,en,te-IN,detergent,డిటర్జెంట్
81,en,te-IN,difficulty breathing,శ్వాస తీసుకోవడంలో ఇబ్బంది
82,en,te-IN,diabetes,డయాబెటిస్
83,en,te-IN,diagnosable disease,రోగ నిర్ధారణ చేయదగిన వ్యాధి
84,en,te-IN,diagnostic protocol,డయాగ్నస్టిక్ ప్రోటోకాల్
85,en,te-IN,diagnostic testing,డయాగ్నస్టిక్ పరీక్ష
86,en,te-IN,disease itself,వ్యాధి
87,en,te-IN,disease outbreak,వ్యాధి అవుట్‌బ్రేక్
88,en,te-IN,disinfectant,క్రిమిసంహారకాలు
89,en,te-IN,disposable,పునర్వినియోగించని
90,en,te-IN,droplet transmission,డ్రాప్‌లెట్ సంక్రమణ
91,en,te-IN,droplets,డ్రాప్‌లెట్‌లు
92,en,te-IN,dry cough,పొడి దగ్గు
93,en,te-IN,dry surface contamination,పొడి ఉపరితల కాలుష్యం
94,en,te-IN,ebola,ఎబోలా
95,en,te-IN,effective treatment,ప్రభావవంతమైన చికిత్స
96,en,te-IN,electron microscope,ఎలక్ట్రాన్ మైక్రోస్కోప్
97,en,te-IN,emergency department,అత్యవసర శాఖ
98,en,te-IN,epidemic,అంటువ్యాధి
99,en,te-IN,epidemic curve,అంటువ్యాధిక వక్రత
100,en,te-IN,epidemic peak,అంటువ్యాధి తీవ్రత
101,en,te-IN,epidemiologist,వ్యాధికి సంబంధించిన విజ్ఞానం
102,en,te-IN,exposure,బహిర్గతం
