id,sourceLang,targetLang,sourceString,targetString
1,en,sw-KE,1918 flu,Homa ya 1918
2,en,sw-KE,acute bronchitis,mkamba mkali
3,en,sw-KE,acute respiratory disease,ugonjwa mkali unaohusiana na upumuaji
4,en,sw-KE,AIDS,UKIMWI
5,en,sw-KE,airborne droplets,Matone ya uambukizaji hewani
6,en,sw-KE,airway,kipito cha hewa
7,en,sw-KE,alcohol-based,Iliyo na pombe
8,en,sw-KE,alcohol-based hand rub,kifaa cha kusugua mkono chenye pombe
9,en,sw-KE,alcohol-based hand sanitizer,kioevu cha mkono chenye pombe
10,en,sw-KE,alveolar disease,ugonjwa wa vilengelenge
11,en,sw-KE,an epidemic,magonjwa ya mlipuko
12,en,sw-KE,annual flu,homa ya kila mwaka
13,en,sw-KE,anti-inflammatory drug,dawa ya kupigana na uvimbe
14,en,sw-KE,antiviral drug,dawa ya kupigana na virusi
15,en,sw-KE,antiviral treatment,matibabu ya kumaliza virusi
16,en,sw-KE,assay,kupima
17,en,sw-KE,asymptomatic,bila dalili ya ugonjwa
18,en,sw-KE,avian flu,homa ya ndege ya avian
19,en,sw-KE,Black Plague,Tauni Nyeusi
20,en,sw-KE,blood pressure,shinikizo la damu
21,en,sw-KE,body fluid,umajimaji wa mwili
22,en,sw-KE,breathing,kupumua
23,en,sw-KE,bubonic plague,tauni ya majipu
24,en,sw-KE,c19,c19
25,en,sw-KE,cv19,cv19
26,en,sw-KE,case fatality rate,kesi za vifo
27,en,sw-KE,causative agent,kisababishi
28,en,sw-KE,CDC,Kituo cha Udhibiti wa Ugonjwa (CDC)
29,en,sw-KE,chemical disinfection,uuaji wa viini kwa kutumia kemikali
30,en,sw-KE,chest x-ray,picha ya x-ray ya kifua
31,en,sw-KE,clinical diagnosis,utambuzi wa ugonjwa kwa kuangalia
32,en,sw-KE,clinical trial,majaribio ya matibabu
33,en,sw-KE,close contact,mguso wa karibu
34,en,sw-KE,cvirus,cvirus
35,en,sw-KE,chronic respiratory disease,ugonjwa hatari wa upumuaji
36,en,sw-KE,common cold,mafua ya kawaida
37,en,sw-KE,common flu,homa ya kawaida
38,en,sw-KE,communicable disease,ugonjwa unaoweza kuambukizwa
39,en,sw-KE,community spread,uenezi wa jumuiya
40,en,sw-KE,community transmission,uambukizaji wa jumuiya
41,en,sw-KE,compromised immune system,maridhiano ya mfumo wa kinga ya mwili
42,en,sw-KE,contagion,uambukizaji kwa kugusana
43,en,sw-KE,contagious,ugonjwa wa kuambukizwa kwa kugusana
44,en,sw-KE,contagiousness,uwezo wa uambukizaji kwa kugusana
45,en,sw-KE,corona,korona
46,en,sw-KE,corona virus,virusi vya korona
47,en,sw-KE,corona virus epidemic,ugonjwa wa mlipuko wa virusi vya korona
48,en,sw-KE,corona virus outbreak,mkurupuko wa virusi vya korona
49,en,sw-KE,corona virus scare,woga wa virusi vya korona
50,en,sw-KE,coronavirus,virusi vya korona
51,en,sw-KE,coronavirus cases,kesi za virusi vya korona
52,en,sw-KE,coronavirus outbreak,mkurupuko wa virusi vya korona
53,en,sw-KE,coronavirus pandemic,kuenea kote kwa virusi vya korona
54,en,sw-KE,coronavirus scare,woga wa virusi vya korona
55,en,sw-KE,cough,kikohozi
56,en,sw-KE,cough etiquette,adabu ya kukohoa
57,en,sw-KE,coughing,kukohoa
58,en,sw-KE,cov 19,cov 19
59,en,sw-KE,cov19,cov19
60,en,sw-KE,COVID,COVID
61,en,sw-KE,COVID-19 crisis,Hali ya hatari ya COVID-19
62,en,sw-KE,covid-19,covid-19
63,en,sw-KE,covid19,covid19
64,en,sw-KE,COVID-19 epidemic,ugonjwa wa mlipuko wa COVID-19
65,en,sw-KE,COVID-19 outbreak,mkurupuko wa COVID-19
66,en,sw-KE,COVID-19 pandemic,kuenea kote kwa COVID-19
67,en,sw-KE,COVID 19,COVID 19
68,en,sw-KE,current crisis,hali ya hatari ya sasa
69,en,sw-KE,current health crisis,hali ya hatari ya sasa ya afya
70,en,sw-KE,current outbreak,mkurupuko wa sasa
71,en,sw-KE,current pandemic,uenezi kote wa sasa
72,en,sw-KE,CV,CV
73,en,sw-KE,CV-19,CV-19
74,en,sw-KE,deadly,hatari
75,en,sw-KE,deadly virus,Virusi hatari
76,en,sw-KE,death rate,kiwango cha kifo
77,en,sw-KE,death toll,Idadi ya vifo
78,en,sw-KE,decontaminate,kutochafua
79,en,sw-KE,detectable,inayoweza kugunduliwa
80,en,sw-KE,detergent,sabuni
81,en,sw-KE,difficulty breathing,ugumu wa kupumua
82,en,sw-KE,diabetes,ugonjwa wa sukari
83,en,sw-KE,diagnosable disease,ugonjwa unaoweza kutambuliwa
84,en,sw-KE,diagnostic protocol,itifaki ya utambuzi
85,en,sw-KE,diagnostic testing,kupima ili kutambua ugonjwa
86,en,sw-KE,disease itself,ugonjwa wenyewe
87,en,sw-KE,disease outbreak,mkurupuko wa ugonjwa
88,en,sw-KE,disinfectant,viuaviini
89,en,sw-KE,disposable,unaoweza kutupwa
90,en,sw-KE,droplet transmission,uambukizaji wa matone
91,en,sw-KE,droplets,matone
92,en,sw-KE,dry cough,kikohozi kavu
93,en,sw-KE,dry surface contamination,uchafuzi wa eneo kavu
94,en,sw-KE,ebola,ebola
95,en,sw-KE,effective treatment,matibabu yenye ufanisi
96,en,sw-KE,electron microscope,hadubini ya elektroni
97,en,sw-KE,emergency department,idara ya dharura
98,en,sw-KE,epidemic,magonjwa ya mlipuko
99,en,sw-KE,epidemic curve,mchirizo wa magonjwa ya mlipuko
100,en,sw-KE,epidemic peak,kilele cha magonjwa ya mlipuko
101,en,sw-KE,epidemiologist,mtaalamu wa magonjwa ya mlipuko
102,en,sw-KE,exposure,mfichuo
103,en,sw-KE,extreme caution,onyo kali
104,en,sw-KE,eye protection,kinga ya jicho
105,en,sw-KE,face mask,barakoa
106,en,sw-KE,face masks,barakoa
107,en,sw-KE,family cluster,mkusanyiko wa familia
108,en,sw-KE,fatality rate,kiwango cha vifo
109,en,sw-KE,fecal contamination,uchafuzi wa kinyesi
110,en,sw-KE,fever,homa
111,en,sw-KE,flatten the infection curve,kuhakikisha hakuna maambukizi mapya
112,en,sw-KE,flu,mafua
113,en,sw-KE,food safety,usalama wa chakula
114,en,sw-KE,formaldehyde,fomaldehidi
115,en,sw-KE,gastroenteritis,kuvimba kwa ukuta wa utumbo
116,en,sw-KE,germicide,kiuaviini
117,en,sw-KE,global pandemic,kuenea kote ulimwenguni
118,en,sw-KE,global warming,ongezeko la joto ulimwenguni
119,en,sw-KE,good respiratory hygiene,usafi mzuri wa upumuaji
120,en,sw-KE,Guangdong,Guangdong
121,en,sw-KE,H1N1,H1N1
122,en,sw-KE,H1N1 virus,Virusi vya H1N1
123,en,sw-KE,hand disinfectant,viuaviini mkononi
124,en,sw-KE,hand sanitizer,kioevu cha mkono
125,en,sw-KE,health care provider,mtoa utunzaji wa afya
126,en,sw-KE,health crisis,hali ya hatari ya afya
127,en,sw-KE,health plan carrier,mbebaji wa mpango wa afya
128,en,sw-KE,health services,huduma za afya
129,en,sw-KE,heart failure,upungufu wa afya
130,en,sw-KE,high fever,mafua kali
131,en,sw-KE,HIV,VVU
132,en,sw-KE,hospitalize,kulazwa hospitalini
