id,sourceLang,targetLang,sourceString,targetString
1,en,ss-SZ,1918 flu,Mkhuhlane wanga-1918
2,en,ss-SZ,acute bronchitis,kuvaleka sifuba
3,en,ss-SZ,acute respiratory disease,sifo sekungakhoni kuphefumula
4,en,ss-SZ,AIDS,iGCULAZA
5,en,ss-SZ,airborne droplets,emaconsi lahamba nemoya
6,en,ss-SZ,airway,indlela yemoya
7,en,ss-SZ,alcohol-based,i-alcohol-based
8,en,ss-SZ,alcohol-based hand rub,i-alcohol based yekuhlikihla tandla
9,en,ss-SZ,alcohol-based hand sanitizer,i-alcohol based sanitizer yetandla
10,en,ss-SZ,alveolar disease,sifo se-alveolar
11,en,ss-SZ,an epidemic,lubhudzane
12,en,ss-SZ,annual flu,mkhuhlane waminyaka yonkhe
13,en,ss-SZ,anti-inflammatory drug,liphilisi lekuvikela
14,en,ss-SZ,antiviral drug,liphilisi lekulapha
15,en,ss-SZ,antiviral treatment,indlela yekulapha
16,en,ss-SZ,assay,kuhlola
17,en,ss-SZ,asymptomatic,kunetimpawu
18,en,ss-SZ,avian flu,umkhuhlane i-avian
19,en,ss-SZ,Black Plague,i-Black Plague
20,en,ss-SZ,blood pressure,mfutfo wengati
21,en,ss-SZ,body fluid,emanti omtimba
22,en,ss-SZ,breathing,kuphefumula
23,en,ss-SZ,bubonic plague,i-bubonic plague
24,en,ss-SZ,c19,i-c19
25,en,ss-SZ,cv19,i-cv19
26,en,ss-SZ,case fatality rate,sibalo salabashonile
27,en,ss-SZ,causative agent,imbangela
28,en,ss-SZ,CDC,i-CDC
29,en,ss-SZ,chemical disinfection,emakhemikhali labulala emagciwane
30,en,ss-SZ,chest x-ray,i-x-ray yesifuba
31,en,ss-SZ,clinical diagnosis,kuhlolwa kwasemtfola mphilo
32,en,ss-SZ,clinical trial,lucwaningo lwekuhlola
33,en,ss-SZ,close contact,kusondzelana edvute
34,en,ss-SZ,cvirus,i-cvirus
35,en,ss-SZ,chronic respiratory disease,tifo letihlobene nekuphefumula
36,en,ss-SZ,common cold,kubandza lokwetayelekile
37,en,ss-SZ,common flu,mkhuhlane lotayelekile
38,en,ss-SZ,communicable disease,sifo letitsatselelanako
39,en,ss-SZ,community spread,kusabalala emphakatsini
40,en,ss-SZ,community transmission,kutselelana emphakatsini
41,en,ss-SZ,compromised immune system,masosha emtimba lasengotini
42,en,ss-SZ,contagion,kutseleleka
43,en,ss-SZ,contagious,kuyatsatselena
44,en,ss-SZ,contagiousness,kutselelana
45,en,ss-SZ,corona,i-corona
46,en,ss-SZ,corona virus,ligciwane lecorona
47,en,ss-SZ,corona virus epidemic,lubhudzane leligciwane lecorona
48,en,ss-SZ,corona virus outbreak,kucubuka kwecorona virus
49,en,ss-SZ,corona virus scare,luvalo ngecorona virus
50,en,ss-SZ,coronavirus,i-coronavirus
51,en,ss-SZ,coronavirus cases,imibiko ngecoronavirus
52,en,ss-SZ,coronavirus outbreak,kucubuka kwecoronavirus
53,en,ss-SZ,coronavirus pandemic,mashayabhuce wecoronavirus
54,en,ss-SZ,coronavirus scare,luvalo ngecoronavirus
55,en,ss-SZ,cough,kukhwehlela
56,en,ss-SZ,cough etiquette,indlela lekahle yekukhwehlela
57,en,ss-SZ,coughing,kukhwehlela
58,en,ss-SZ,cov 19,i-cov 19
59,en,ss-SZ,cov19,i-cov19
60,en,ss-SZ,COVID,i-COVID
61,en,ss-SZ,COVID-19 crisis,simo lesibucayi seCOVID-19
62,en,ss-SZ,covid-19,icovid-19
63,en,ss-SZ,covid19,i-covid19
64,en,ss-SZ,COVID-19 epidemic,lubhudzane lweCOVID-19
65,en,ss-SZ,COVID-19 outbreak,kucubuka kweCOVID-19
66,en,ss-SZ,COVID-19 pandemic,mashayabhuce weCOVID-19
67,en,ss-SZ,COVID 19,i-Covid 19
68,en,ss-SZ,current crisis,simo lesibucayi lesibhekene naso
69,en,ss-SZ,current health crisis,simo lesibucayi semphilo
70,en,ss-SZ,current outbreak,kucubuka kwalesimo lesikuso
71,en,ss-SZ,current pandemic,mashayabhuce lokhona
72,en,ss-SZ,CV,i-CV
73,en,ss-SZ,CV-19,i-CV-19
74,en,ss-SZ,deadly,kuyabulala
75,en,ss-SZ,deadly virus,ligciwane lelibulalako
76,en,ss-SZ,death rate,emanani alabafile
77,en,ss-SZ,death toll,emanani lanyukako alabafako
78,en,ss-SZ,decontaminate,kuhlukanisa
79,en,ss-SZ,detectable,kuyatfolakala
80,en,ss-SZ,detergent,kokugeza
81,en,ss-SZ,difficulty breathing,kuba nebuntima bekuphefumula
82,en,ss-SZ,diabetes,sifo sashukela
83,en,ss-SZ,diagnosable disease,sifo lesibonakalako
84,en,ss-SZ,diagnostic protocol,umtshetfo lolandzelwako wekuhlolwa
85,en,ss-SZ,diagnostic testing,tindlela tekuhlolwa
86,en,ss-SZ,disease itself,sifo ngekwaso
87,en,ss-SZ,disease outbreak,kucubuka kwesifo
88,en,ss-SZ,disinfectant,sibulala magciwane
89,en,ss-SZ,disposable,lokulahlwako
90,en,ss-SZ,droplet transmission,kutselelana ngemaconsi amatse
