id,sourceLang,targetLang,sourceString,targetString
1,en,mn-MN,1918 flu,1918 оны ханиад
2,en,mn-MN,acute bronchitis,цочмог бронхит
3,en,mn-MN,acute respiratory disease,амьсгалын замын цочмог өвчин
4,en,mn-MN,AIDS,ДОХ
5,en,mn-MN,airborne droplets,агаар дусал
6,en,mn-MN,airway,амьсгалын зам
7,en,mn-MN,alcohol-based,спирт агуулсан
8,en,mn-MN,alcohol-based hand rub,спирт агуулсан гар үрэгч
9,en,mn-MN,alcohol-based hand sanitizer,спирт агуулсан гар ариутгагч
10,en,mn-MN,alveolar disease,цулцангийн өвчин
11,en,mn-MN,an epidemic,тахал
12,en,mn-MN,annual flu,жилийн ханиад
13,en,mn-MN,anti-inflammatory drug,өрөвслийн эсрэг эм
14,en,mn-MN,antiviral drug,вирусын эсрэг эм
15,en,mn-MN,antiviral treatment,вирусын эсрэг эмчилгээ
16,en,mn-MN,assay,шинжилгээ хийх
17,en,mn-MN,asymptomatic,шинж тэмдэггүй
18,en,mn-MN,avian flu,шувууны ханиад
19,en,mn-MN,Black Plague,Хар Тахал
20,en,mn-MN,blood pressure,цусны даралт
21,en,mn-MN,body fluid,биеийн шингэн
22,en,mn-MN,breathing,амьсгал
23,en,mn-MN,bubonic plague,булчирхайн тахал
24,en,mn-MN,c19,c19
25,en,mn-MN,cv19,cv19
26,en,mn-MN,case fatality rate,тохиолдлын нас баралтын түвшин
27,en,mn-MN,causative agent,үүсгэгч агент
28,en,mn-MN,CDC,"Өвчний хяналт, урьдчилан сэргийлэх төвүүд"
29,en,mn-MN,chemical disinfection,химийн халдваргүйжүүлэлт
30,en,mn-MN,chest x-ray,цээжний рентген зураг
31,en,mn-MN,clinical diagnosis,эмнэлзүйн оношлогоо
32,en,mn-MN,clinical trial,эмнэлзүйн туршилт судалгаа
33,en,mn-MN,close contact,ойрын хавьтал
34,en,mn-MN,cvirus,корона вирус
35,en,mn-MN,chronic respiratory disease,амьсгалын замын архаг өвчин
36,en,mn-MN,common cold,ханиад
