id,sourceLang,targetLang,sourceString,targetString
1,en,az-AZ,1918 flu,1918-ci il qripi
2,en,az-AZ,acute bronchitis,kəskin bronxit
3,en,az-AZ,acute respiratory disease,kəskin respirator xəstəlik
4,en,az-AZ,AIDS,SPİD
5,en,az-AZ,airborne droplets,hava damcıları
6,en,az-AZ,airway,tənəffüs yolları
7,en,az-AZ,alcohol-based,spirt əsaslı
8,en,az-AZ,alcohol-based hand rub,əl üçün spirt əsaslı antiseptik
9,en,az-AZ,alcohol-based hand sanitizer,əl üçün spirt əsaslı antiseptik
10,en,az-AZ,alveolar disease,alveol xəstəliyi
11,en,az-AZ,an epidemic,epidemiya
12,en,az-AZ,annual flu,illik qrip
13,en,az-AZ,anti-inflammatory drug,iltihab əleyhinə dərman
14,en,az-AZ,antiviral drug,virus əleyhinə dərman
15,en,az-AZ,antiviral treatment,virus əleyhinə müalicə
16,en,az-AZ,assay,sınaq
17,en,az-AZ,asymptomatic,simptomsuz
18,en,az-AZ,avian flu,quş qripi
19,en,az-AZ,Black Plague,Qara Vəba
20,en,az-AZ,blood pressure,qan təzyiqi
21,en,az-AZ,body fluid,bədən mayesi
22,en,az-AZ,breathing,tənəffüs
23,en,az-AZ,bubonic plague,bubon taunu
24,en,az-AZ,c19,c19
25,en,az-AZ,cv19,cv19
26,en,az-AZ,case fatality rate,letallıq
27,en,az-AZ,causative agent,törədici
28,en,az-AZ,CDC,XNM
29,en,az-AZ,chemical disinfection,kimyəvi dezinfeksiya
30,en,az-AZ,chest x-ray,döş qəfəsinin rentgen müayinəsi
31,en,az-AZ,clinical diagnosis,klinik diaqnoz
32,en,az-AZ,clinical trial,klinik sınaq
33,en,az-AZ,close contact,yaxın təmas
34,en,az-AZ,cvirus,cvirus
35,en,az-AZ,chronic respiratory disease,xroniki respirator xəstəlik
36,en,az-AZ,common cold,soyuqdəymə
37,en,az-AZ,common flu,adi qrip
38,en,az-AZ,communicable disease,yoluxucu xəstəlik
39,en,az-AZ,community spread,icmada yayılma
40,en,az-AZ,community transmission,icmada ötürülmə
41,en,az-AZ,compromised immune system,pozulmuş immun sistemi
