id,sourceLang,targetLang,sourceString,targetString
1,en,vi-VN,1918 flu,Dịch cúm năm 1918
2,en,vi-VN,acute bronchitis,viêm phế quản cấp tính
3,en,vi-VN,acute respiratory disease,bệnh viêm đường hô hấp cấp
4,en,vi-VN,AIDS,AIDS
5,en,vi-VN,airborne droplets,giọt bắn qua không khí
6,en,vi-VN,airway,đường hô hấp
7,en,vi-VN,alcohol-based,có chứa chất cồn
8,en,vi-VN,alcohol-based hand rub,dung dịch rửa tay có chứa chất cồn
9,en,vi-VN,alcohol-based hand sanitizer,nước rửa tay có chứa chất cồn
10,en,vi-VN,alveolar disease,bệnh sán chó
11,en,vi-VN,an epidemic,một dịch bệnh
12,en,vi-VN,annual flu,cúm hàng năm
13,en,vi-VN,anti-inflammatory drug,thuốc kháng viêm
14,en,vi-VN,antiviral drug,thuốc kháng virus
15,en,vi-VN,antiviral treatment,điều trị kháng virus
16,en,vi-VN,assay,xét nghiệm
17,en,vi-VN,asymptomatic,không có triệu chứng
18,en,vi-VN,avian flu,cúm gia cầm
19,en,vi-VN,Black Plague,Cái Chết Đen
20,en,vi-VN,blood pressure,huyết áp
21,en,vi-VN,body fluid,dịch cơ thể
22,en,vi-VN,breathing,thở
23,en,vi-VN,bubonic plague,bệnh dịch hạch thể hạch
24,en,vi-VN,c19,c19
25,en,vi-VN,cv19,cv19
26,en,vi-VN,case fatality rate,tỷ lệ tử vong ca bệnh
27,en,vi-VN,causative agent,tác nhân gây bệnh
28,en,vi-VN,CDC,CDC
29,en,vi-VN,chemical disinfection,khử trùng bằng hóa chất
30,en,vi-VN,chest x-ray,chụp hình X-quang ngực
31,en,vi-VN,clinical diagnosis,chẩn đoán lâm sàng
32,en,vi-VN,clinical trial,thử nghiệm lâm sàng
33,en,vi-VN,close contact,tiếp xúc gần
34,en,vi-VN,cvirus,cvirus
35,en,vi-VN,chronic respiratory disease,bệnh hô hấp mãn tính
36,en,vi-VN,common cold,cảm lạnh thông thường
37,en,vi-VN,common flu,cúm thông thường
38,en,vi-VN,communicable disease,bệnh truyền nhiễm
39,en,vi-VN,community spread,lây lan trong cộng đồng
40,en,vi-VN,community transmission,lây bệnh trong cộng đồng
41,en,vi-VN,compromised immune system,hệ thống miễn dịch yếu
42,en,vi-VN,contagion,sự lây lan
43,en,vi-VN,contagious,dễ lây nhiễm
44,en,vi-VN,contagiousness,sự dễ lây nhiễm
45,en,vi-VN,corona,corona
46,en,vi-VN,corona virus,virus corona
47,en,vi-VN,corona virus epidemic,dịch bệnh virus corona
48,en,vi-VN,corona virus outbreak,đợt bùng phát virus corona
49,en,vi-VN,corona virus scare,nỗi sợ hãi virus corona
50,en,vi-VN,coronavirus,virus corona
51,en,vi-VN,coronavirus cases,các ca bệnh virus corona
52,en,vi-VN,coronavirus outbreak,đợt bùng phát virus corona
53,en,vi-VN,coronavirus pandemic,đại dịch virus corona
54,en,vi-VN,coronavirus scare,nỗi sợ hãi virus corona
55,en,vi-VN,cough,ho
56,en,vi-VN,cough etiquette,cách thức ho
57,en,vi-VN,coughing,ho
58,en,vi-VN,cov 19,cov 19
59,en,vi-VN,cov19,cov19
60,en,vi-VN,COVID,COVID
61,en,vi-VN,COVID-19 crisis,khủng hoảng COVID-19
62,en,vi-VN,covid-19,covid-19
63,en,vi-VN,covid19,covid19
64,en,vi-VN,COVID-19 epidemic,dịch bệnh COVID-19
65,en,vi-VN,COVID-19 outbreak,đợt bùng phát COVID-19
66,en,vi-VN,COVID-19 pandemic,đại dịch COVID-19
67,en,vi-VN,COVID 19,COVID 19
68,en,vi-VN,current crisis,khủng hoảng hiện tại
69,en,vi-VN,current health crisis,khủng hoảng y tế hiện tại
70,en,vi-VN,current outbreak,đợt bùng phát hiện tại
71,en,vi-VN,current pandemic,đại dịch hiện tại
72,en,vi-VN,CV,CV
73,en,vi-VN,CV-19,CV-19
74,en,vi-VN,deadly,chết người
75,en,vi-VN,deadly virus,virus gây chết người
76,en,vi-VN,death rate,tỷ lệ tử vong
77,en,vi-VN,death toll,số người tử vong
78,en,vi-VN,decontaminate,khử nhiễm
79,en,vi-VN,detectable,có thể phát hiện
80,en,vi-VN,detergent,chất tẩy
81,en,vi-VN,difficulty breathing,khó thở
82,en,vi-VN,diabetes,bệnh tiểu đường
83,en,vi-VN,diagnosable disease,bệnh có thể chẩn đoán
84,en,vi-VN,diagnostic protocol,quy trình chẩn đoán
85,en,vi-VN,diagnostic testing,xét nghiệm chẩn đoán
86,en,vi-VN,disease itself,chính căn bệnh
87,en,vi-VN,disease outbreak,đợt bùng phát bệnh
88,en,vi-VN,disinfectant,thuốc khử trùng
89,en,vi-VN,disposable,dùng một lần
90,en,vi-VN,droplet transmission,truyền bệnh qua giọt bắn
91,en,vi-VN,droplets,giọt bắn
92,en,vi-VN,dry cough,ho khan
93,en,vi-VN,dry surface contamination,nhiễm khuẩn bề mặt khô ráo
94,en,vi-VN,ebola,ebola
95,en,vi-VN,effective treatment,điều trị hiệu quả
96,en,vi-VN,electron microscope,kính hiển vi điện tử
97,en,vi-VN,emergency department,khoa cấp cứu
98,en,vi-VN,epidemic,dịch bệnh
99,en,vi-VN,epidemic curve,đường cong dịch bệnh
100,en,vi-VN,epidemic peak,đỉnh dịch
101,en,vi-VN,epidemiologist,nhà dịch tễ học
102,en,vi-VN,exposure,tiếp xúc
103,en,vi-VN,extreme caution,hết sức thận trọng
104,en,vi-VN,eye protection,bảo vệ mắt
105,en,vi-VN,face mask,khẩu trang
106,en,vi-VN,face masks,khẩu trang
107,en,vi-VN,family cluster,nhóm gia đình
108,en,vi-VN,fatality rate,tỷ lệ tử vong
109,en,vi-VN,fecal contamination,nhiễm phân
110,en,vi-VN,fever,sốt
111,en,vi-VN,flatten the infection curve,làm phẳng đường cong
112,en,vi-VN,flu,cúm
113,en,vi-VN,food safety,an toàn thực phẩm
114,en,vi-VN,formaldehyde,formaldehyde
115,en,vi-VN,gastroenteritis,viêm dạ dày
116,en,vi-VN,germicide,thuốc sát trùng
117,en,vi-VN,global pandemic,đại dịch toàn cầu
118,en,vi-VN,global warming,trái đất ấm dần
119,en,vi-VN,good respiratory hygiene,vệ sinh đường hô hấp tốt
120,en,vi-VN,Guangdong,Quảng Đông
121,en,vi-VN,H1N1,H1N1
122,en,vi-VN,H1N1 virus,virus H1N1
123,en,vi-VN,hand disinfectant,nước rửa tay
124,en,vi-VN,hand sanitizer,dung dịch rửa tay khô
125,en,vi-VN,health care provider,bác sĩ
126,en,vi-VN,health crisis,khủng hoảng y tế
127,en,vi-VN,health plan carrier,tên bảo hiểm sức khỏe
128,en,vi-VN,health services,dịch vụ y tế
129,en,vi-VN,heart failure,suy tim
130,en,vi-VN,high fever,sốt cao
131,en,vi-VN,HIV,HIV
132,en,vi-VN,hospitalize,nhập viện
133,en,vi-VN,household bleach,thuốc tẩy
134,en,vi-VN,Hubei,Hồ Bắc
135,en,vi-VN,hydrogen peroxide,ôxy già
136,en,vi-VN,hygiene,vệ sinh
137,en,vi-VN,immune system,hệ thống miễn dịch
138,en,vi-VN,immunity,miễn dịch
139,en,vi-VN,immunocompromised,suy giảm miễn dịch
140,en,vi-VN,immunologist,nhà miễn dịch học
141,en,vi-VN,incubation,ủ bệnh
142,en,vi-VN,incubation period,thời kỳ ủ bệnh
143,en,vi-VN,indirect contact,tiếp xúc gián tiếp
144,en,vi-VN,infect,lây nhiễm
145,en,vi-VN,infection,sự lây nhiễm
146,en,vi-VN,infectious,dễ lây nhiễm
147,en,vi-VN,infectivity,tính lây nhiễm
148,en,vi-VN,influenza,cúm
149,en,vi-VN,initial transmission event,ca lây nhiễm đầu tiên
150,en,vi-VN,intensive care equipment,trang thiết bị chăm sóc đặc biệt
151,en,vi-VN,intermediate host,vật chủ trung gian
152,en,vi-VN,intrauterine,tử cung
153,en,vi-VN,intubation,luồn ống
154,en,vi-VN,isolation,cách ly
155,en,vi-VN,Isopropanol,Isopropanol
156,en,vi-VN,laboratory test kit,bộ dụng cụ xét nghiệm
157,en,vi-VN,laboratory testing,xét nghiệm
158,en,vi-VN,lack of testing,thiếu xét nghiệm
159,en,vi-VN,lack of tests,thiếu thí nghiệm
160,en,vi-VN,latest updates,thông tin cập nhật mới nhất
161,en,vi-VN,liver failure,suy gan
162,en,vi-VN,local public health authority,cơ quan y tế công cộng ở địa phương
163,en,vi-VN,lockdown,phong tỏa
164,en,vi-VN,lungs,phổi
165,en,vi-VN,masks,mặt nạ
166,en,vi-VN,measles,bệnh sởi
167,en,vi-VN,mechanical ventilation,hệ thống thông gió
168,en,vi-VN,media coverage,tin tức truyền thông
169,en,vi-VN,medical care,chăm sóc y tế
170,en,vi-VN,MERS,MERS
171,en,vi-VN,MERS CoV,MERS CoV
172,en,vi-VN,microbiologist,nhà vi trùng học
173,en,vi-VN,mild cough,ho nhẹ
174,en,vi-VN,mortality rate,tỷ lệ tử vong
175,en,vi-VN,multi-organ failure,suy đa tạng
176,en,vi-VN,nasal congestion,nghẹt mũi
177,en,vi-VN,neutral detergent,dung dịch tẩy rửa trung tính
178,en,vi-VN,new normal,chuẩn mực mới
179,en,vi-VN,novel corona virus,virus corona mới
180,en,vi-VN,novel coronavirus,virus corona mới
181,en,vi-VN,novel coronavirus outbreak,đợt bùng phát virus corona mới
182,en,vi-VN,novel virus,virus mới
183,en,vi-VN,online medical consultation,tư vấn y tế trực tuyến
184,en,vi-VN,onset,phát bệnh
185,en,vi-VN,outbreak,đợt bùng phát
186,en,vi-VN,outbreak readiness,sẵn sàng ứng phó đợt bùng phát
187,en,vi-VN,overall case fatality,Tỷ lệ tử vong chung
188,en,vi-VN,pandemic,đại dịch
189,en,vi-VN,pangolin,con tê tê
190,en,vi-VN,pathogen,mầm bệnh
191,en,vi-VN,pathology,bệnh lý học
192,en,vi-VN,patient care equipment,trang thiết bị chăm sóc bệnh nhân
