id,sourceLang,targetLang,sourceString,targetString
1,en,tn-BW,1918 flu,Flu ya 1918
2,en,tn-BW,acute bronchitis,boronkhaethisi e e maswe thata
3,en,tn-BW,acute respiratory disease,bolwetsi jo bo maswe thata jwa mafatlha
4,en,tn-BW,AIDS,AIDS
5,en,tn-BW,airborne droplets,mathenyana a a mo phefong
6,en,tn-BW,airway,kgokgotsho
7,en,tn-BW,alcohol-based,e e nang le seka-bojalwa
8,en,tn-BW,alcohol-based hand rub,seitshaso sa diatla se se nang le seka-bojalwa
9,en,tn-BW,alcohol-based hand sanitizer,sanitizer ya diatla e e nang le seka-bojalwa
10,en,tn-BW,alveolar disease,bolwetsi jwa alveolar
11,en,tn-BW,an epidemic,leroborobo
12,en,tn-BW,annual flu,flu ya ngwaga le ngwaga
13,en,tn-BW,anti-inflammatory drug,molemo o o alafang boruruga
14,en,tn-BW,antiviral drug,molemo o o alafang mogare
15,en,tn-BW,antiviral treatment,kalafi ya mogare
16,en,tn-BW,assay,tlhatlhobo
17,en,tn-BW,asymptomatic,go bontsha matshwao a bolwetse
18,en,tn-BW,avian flu,flu ya avian
19,en,tn-BW,Black Plague,Bolwetsi jwa Leroborobo
20,en,tn-BW,blood pressure,kgatelelo ya madi
21,en,tn-BW,body fluid,seedi sa mmele
22,en,tn-BW,breathing,go hema
23,en,tn-BW,bubonic plague,bolwetsi jwa dipeba
24,en,tn-BW,c19,c19
25,en,tn-BW,cv19,cv19
26,en,tn-BW,case fatality rate,palo ya balwetsi ba ba tlhokafalang
27,en,tn-BW,causative agent,se se bakang bolwetse
28,en,tn-BW,CDC,CDC
29,en,tn-BW,chemical disinfection,sebolaya-mogare sa dikhemikhale
30,en,tn-BW,chest x-ray,x-ray ya mafatlha
31,en,tn-BW,clinical diagnosis,tlhatlhobo ya bongaka
32,en,tn-BW,clinical trial,tekeletso ya kalafi
33,en,tn-BW,close contact,go kgomana gaufi
34,en,tn-BW,cvirus,cvirus
35,en,tn-BW,chronic respiratory disease,bolwetsi jo bo sa foleng jwa mafatlha
36,en,tn-BW,common cold,mofikela
37,en,tn-BW,common flu,flu e e tlwaelegileng
38,en,tn-BW,communicable disease,bolwetse jo bo tshelanwang
39,en,tn-BW,community spread,jo bo anamisiwang ke batho
40,en,tn-BW,community transmission,tshelano ka batho
41,en,tn-BW,compromised immune system,masole a mmele a a tlhaelang
42,en,tn-BW,contagion,jo bo anamisiwang
43,en,tn-BW,contagious,jo bo tshelanwang
44,en,tn-BW,contagiousness,go tshelanwa
45,en,tn-BW,corona,corona
46,en,tn-BW,corona virus,mogare wa corona
47,en,tn-BW,corona virus epidemic,leroborobo la mogare wa corona
48,en,tn-BW,corona virus outbreak,tlhaselo ya mogare wa corona
49,en,tn-BW,corona virus scare,letshogo la mogare wa corona
50,en,tn-BW,coronavirus,mogare wa corona
51,en,tn-BW,coronavirus cases,balwetse ba mogare wa corona
