id,sourceLang,targetLang,sourceString,targetString
1,en,pl-PL,1918 flu,grypa 1918
2,en,pl-PL,acute bronchitis,ostre zapalenie oskrzeli
3,en,pl-PL,acute respiratory disease,ostra niewydolność układu oddechowego
4,en,pl-PL,AIDS,AIDS
5,en,pl-PL,airborne droplets,aerozol
6,en,pl-PL,airway,drogi oddechowe
7,en,pl-PL,alcohol-based,na bazie alkoholu
8,en,pl-PL,alcohol-based hand rub,środek do mycia rąk na bazie alkoholu
9,en,pl-PL,alcohol-based hand sanitizer,środek do odkażania rąk na bazie alkoholu
10,en,pl-PL,alveolar disease,choroba obejmująca pęcherzyki płucne
11,en,pl-PL,an epidemic,epidemia
12,en,pl-PL,annual flu,coroczna grypa
13,en,pl-PL,anti-inflammatory drug,lek przeciwzapalny
14,en,pl-PL,antiviral drug,lek antywirusowy
15,en,pl-PL,antiviral treatment,leczenie antywirusowe
16,en,pl-PL,assay,test
17,en,pl-PL,asymptomatic,bezobjawowy
18,en,pl-PL,avian flu,ptasia grypa
19,en,pl-PL,Black Plague,Czarna Śmierć
20,en,pl-PL,blood pressure,ciśnienie krwi
21,en,pl-PL,body fluid,płyn ustrojowy
22,en,pl-PL,breathing,oddychanie
23,en,pl-PL,bubonic plague,dżuma
24,en,pl-PL,c19,c19
25,en,pl-PL,cv19,cv19
26,en,pl-PL,case fatality rate,śmiertelność
27,en,pl-PL,causative agent,czynnik sprawczy
28,en,pl-PL,CDC,CDC | Centrum Kontroli Chorób
29,en,pl-PL,chemical disinfection,dezynfekcja chemiczna
30,en,pl-PL,chest x-ray,prześwietlenie klatki piersiowej
31,en,pl-PL,clinical diagnosis,diagnoza kliniczna
32,en,pl-PL,clinical trial,badanie kliniczne
33,en,pl-PL,close contact,bliski kontakt
34,en,pl-PL,cvirus,wirus k
35,en,pl-PL,chronic respiratory disease,przewlekła niewydolność układu oddechowego
36,en,pl-PL,common cold,przeziębienie
37,en,pl-PL,common flu,zwykła grypa
38,en,pl-PL,communicable disease,choroba zakaźna
39,en,pl-PL,community spread,populacyjna droga rozprzestrzeniania się zakażenia
40,en,pl-PL,community transmission,populacyjna droga szerzenia się zakażenia
41,en,pl-PL,compromised immune system,upośledzone działanie układu odpornościowego
42,en,pl-PL,contagion,zakażenie
43,en,pl-PL,contagious,zakaźny
44,en,pl-PL,contagiousness,zakaźność
45,en,pl-PL,corona,korona
46,en,pl-PL,corona virus,koronawirus
47,en,pl-PL,corona virus epidemic,epidemia koronawirusa
48,en,pl-PL,corona virus outbreak,pojawienie się koronawirusa
49,en,pl-PL,corona virus scare,obawa przed koronawirusem
50,en,pl-PL,coronavirus,koronawirus
51,en,pl-PL,coronavirus cases,przypadki koronawirusa
52,en,pl-PL,coronavirus outbreak,pojawienie się koronawirusa
53,en,pl-PL,coronavirus pandemic,pandemia koronawirusa
54,en,pl-PL,coronavirus scare,obawa przed koronawirusem
55,en,pl-PL,cough,kaszel
56,en,pl-PL,cough etiquette,etykieta kaszlu
57,en,pl-PL,coughing,kaszlenie
58,en,pl-PL,cov 19,cov 19
59,en,pl-PL,cov19,cov19
60,en,pl-PL,COVID,COVID
61,en,pl-PL,COVID-19 crisis,sytuacja kryzysowa związana z COVID-19
62,en,pl-PL,covid-19,covid-19
63,en,pl-PL,covid19,covid19
64,en,pl-PL,COVID-19 epidemic,epidemia COVID-19
65,en,pl-PL,COVID-19 outbreak,pojawienie się COVID-19
66,en,pl-PL,COVID-19 pandemic,pandemia COVID-19
67,en,pl-PL,COVID 19,COVID 19
68,en,pl-PL,current crisis,obecny kryzys
69,en,pl-PL,current health crisis,obecny kryzys zdrowotny
70,en,pl-PL,current outbreak,obecna epidemia
71,en,pl-PL,current pandemic,obecna pandemia
72,en,pl-PL,CV,CV
73,en,pl-PL,CV-19,CV-19
74,en,pl-PL,deadly,śmiertelny
75,en,pl-PL,deadly virus,śmiertelny wirus
76,en,pl-PL,death rate,śmiertelność
77,en,pl-PL,death toll,śmiertelność
78,en,pl-PL,decontaminate,oczyszczać
79,en,pl-PL,detectable,wykrywalny
80,en,pl-PL,detergent,detergent
81,en,pl-PL,difficulty breathing,trudności z oddychaniem
82,en,pl-PL,diabetes,cukrzyca
83,en,pl-PL,diagnosable disease,choroba dająca się diagnozować
84,en,pl-PL,diagnostic protocol,protokół diagnostyczny
85,en,pl-PL,diagnostic testing,badanie diagnostyczne
86,en,pl-PL,disease itself,sama choroba
87,en,pl-PL,disease outbreak,pojawienie się choroby
88,en,pl-PL,disinfectant,środek odkażający
89,en,pl-PL,disposable,jednorazowy
90,en,pl-PL,droplet transmission,transmisja kropelkowa
91,en,pl-PL,droplets,kropelki
92,en,pl-PL,dry cough,suchy kaszel
93,en,pl-PL,dry surface contamination,skażenie suchych powierzchni
94,en,pl-PL,ebola,ebola
95,en,pl-PL,effective treatment,skuteczne leczenie
96,en,pl-PL,electron microscope,mikroskop elektronowy
97,en,pl-PL,emergency department,oddział ratunkowy
98,en,pl-PL,epidemic,epidemia
99,en,pl-PL,epidemic curve,krzywa epidemii
100,en,pl-PL,epidemic peak,szczyt epidemii
101,en,pl-PL,epidemiologist,epidemiolog
102,en,pl-PL,exposure,narażenie
103,en,pl-PL,extreme caution,szczególna ostrożność
104,en,pl-PL,eye protection,ochrona oczu
105,en,pl-PL,face mask,maska
106,en,pl-PL,face masks,maski
107,en,pl-PL,family cluster,rodzina
108,en,pl-PL,fatality rate,śmiertelność
109,en,pl-PL,fecal contamination,zanieczyszczenie odchodami
110,en,pl-PL,fever,gorączka
111,en,pl-PL,flatten the infection curve,spłaszczać krzywą infekcji
112,en,pl-PL,flu,grypa
113,en,pl-PL,food safety,bezpieczeństwo żywności
114,en,pl-PL,formaldehyde,formaldehyd
115,en,pl-PL,gastroenteritis,nieżyt żołądkowo-jelitowy
116,en,pl-PL,germicide,środek bakteriobójczy
117,en,pl-PL,global pandemic,globalna pandemia
118,en,pl-PL,global warming,globalne ocieplenie
119,en,pl-PL,good respiratory hygiene,właściwa higiena układu oddechowego
120,en,pl-PL,Guangdong,Guangdong
121,en,pl-PL,H1N1,H1N1
122,en,pl-PL,H1N1 virus,wirus H1N1
123,en,pl-PL,hand disinfectant,środek do odkażania rąk
124,en,pl-PL,hand sanitizer,środek do mycia rąk
125,en,pl-PL,health care provider,placówka opieki zdrowotnej
126,en,pl-PL,health crisis,kryzys zdrowotny
127,en,pl-PL,health plan carrier,placówka wdrażająca programy zdrowotne
