id,sourceLang,targetLang,sourceString,targetString
1,en,mr-IN,1918 flu,1918 फ्लू
2,en,mr-IN,acute bronchitis,गंभीर ब्रॉंकायटीस
3,en,mr-IN,acute respiratory disease,गंभीर स्वरूपाचा श्वसनाचा रोग
4,en,mr-IN,AIDS,एड्स
5,en,mr-IN,airborne droplets,वायुजनित संक्रमण
6,en,mr-IN,airway,हवेद्वारे
7,en,mr-IN,alcohol-based,अल्कोहोल-असलेले
8,en,mr-IN,alcohol-based hand rub,अल्कोहोल-असलेले हॅंड रब
9,en,mr-IN,alcohol-based hand sanitizer,अल्कोहोल-असलेले हॅंड सॅनिटायझर
10,en,mr-IN,alveolar disease,अल्व्होलरचे आजार
11,en,mr-IN,an epidemic,साथीचा रोग
12,en,mr-IN,annual flu,हंगामी फ्लू
13,en,mr-IN,anti-inflammatory drug,दाह कमी करणारे औषध
14,en,mr-IN,antiviral drug,विषाणू प्रतिरोधक औषध
15,en,mr-IN,antiviral treatment,विषाणू प्रतिरोधक उपचार
16,en,mr-IN,assay,एॅसे
17,en,mr-IN,asymptomatic,लक्षणे न दर्शविणारा
18,en,mr-IN,avian flu,एवियन फ्लू
19,en,mr-IN,Black Plague,ब्लॅक प्लेग
20,en,mr-IN,blood pressure,रक्तदाब
21,en,mr-IN,body fluid,शरीरातील द्रव
22,en,mr-IN,breathing,श्वासोच्छवास
23,en,mr-IN,bubonic plague,ब्यूबोनिक प्लेग
24,en,mr-IN,c19,c19
25,en,mr-IN,cv19,cv19
26,en,mr-IN,case fatality rate,रोगामुळे होणार्‍या मृत्यूचा दर
27,en,mr-IN,causative agent,कारणीभूत असणारा घटक
28,en,mr-IN,CDC,CDC
29,en,mr-IN,chemical disinfection,रासायनिक कीटनाशक
30,en,mr-IN,chest x-ray,छातीचा एक्स-रे
31,en,mr-IN,clinical diagnosis,वैद्यकिय निदान
32,en,mr-IN,clinical trial,वैद्यकिय चाचणी
33,en,mr-IN,close contact,जवळील संपर्क
