id,sourceLang,targetLang,sourceString,targetString
1,en,cb-IQ,1918 flu,şewba 1918
2,en,cb-IQ,acute bronchitis,bronşîta giran
3,en,cb-IQ,acute respiratory disease,nexweşiya giran a nefesê
4,en,cb-IQ,AIDS,Êydz
5,en,cb-IQ,airborne droplets,Dilopkeyên di hewayê de
6,en,cb-IQ,airway,rêya hewayî
7,en,cb-IQ,alcohol-based,ji alkolê
8,en,cb-IQ,alcohol-based hand rub,mizdanka alkolî ya destan
9,en,cb-IQ,alcohol-based hand sanitizer,paqijkera alkolî ya destan
10,en,cb-IQ,alveolar disease,nexweşiya piriyan
11,en,cb-IQ,an epidemic,nexweşiya jêgir
12,en,cb-IQ,annual flu,şewba salane
13,en,cb-IQ,anti-inflammatory drug,madeya dijî werimînê
14,en,cb-IQ,antiviral drug,madeya dijî vayrusan
15,en,cb-IQ,antiviral treatment,dermanê dijî vayrusan
16,en,cb-IQ,assay,ceribandin
17,en,cb-IQ,asymptomatic,bêyî nîşane
18,en,cb-IQ,avian flu,şewba mirîşkan
19,en,cb-IQ,Black Plague,nexweşiya reşavê
20,en,cb-IQ,blood pressure,tansiyona xwînê
21,en,cb-IQ,body fluid,aveka bedenê
22,en,cb-IQ,breathing,bêhnkişandin
23,en,cb-IQ,bubonic plague,nexweşiya reşava kevirkî
24,en,cb-IQ,c19,c19
25,en,cb-IQ,cv19,cv19
26,en,cb-IQ,case fatality rate,qasa mirinbariya nexweşan
27,en,cb-IQ,causative agent,hokara çêbûnê
28,en,cb-IQ,CDC,CDC
29,en,cb-IQ,chemical disinfection,pakkirina kîmyayî
30,en,cb-IQ,chest x-ray,tîrêja-x ya sîngî
31,en,cb-IQ,clinical diagnosis,jêfêmkirina klînîkî
32,en,cb-IQ,clinical trial,ceribandina klînîkî
33,en,cb-IQ,close contact,pêwedniya nêzîk
34,en,cb-IQ,cvirus,cvayrus
35,en,cb-IQ,chronic respiratory disease,nexweşiya domdar a nefesê
36,en,cb-IQ,common cold,sermalêdana asayî
37,en,cb-IQ,common flu,şewba asayî
38,en,cb-IQ,communicable disease,nexweşiya guhêzbar
39,en,cb-IQ,community spread,berbelavbûna civakî
40,en,cb-IQ,community transmission,veguhestina civakî
41,en,cb-IQ,compromised immune system,pergala lihevkirî ya ewlebûnê
42,en,cb-IQ,contagion,nexweşiya vegir
43,en,cb-IQ,contagious,jêgir
44,en,cb-IQ,contagiousness,jêgirbûn
45,en,cb-IQ,corona,korona
46,en,cb-IQ,corona virus,korona vayrus
47,en,cb-IQ,corona virus epidemic,jêgirbûna koronavayrusê
48,en,cb-IQ,corona virus outbreak,belavbûna korona vayrusê
49,en,cb-IQ,corona virus scare,tirsa ji korona vayrusê
50,en,cb-IQ,coronavirus,koronavayrus
51,en,cb-IQ,coronavirus cases,kesên tûşî koronavayrusê
52,en,cb-IQ,coronavirus outbreak,belavbûna koronavayrusê
53,en,cb-IQ,coronavirus pandemic,giştgirbûna koronavayrusê
54,en,cb-IQ,coronavirus scare,tirsa ji koronavayrusê
55,en,cb-IQ,cough,kuxîn
56,en,cb-IQ,cough etiquette,berçespa kuxînê
57,en,cb-IQ,coughing,kuxik
58,en,cb-IQ,cov 19,kov 19
59,en,cb-IQ,cov19,kov19
60,en,cb-IQ,COVID,KOVÎD
61,en,cb-IQ,COVID-19 crisis,qeyrana KOVÎD-19
62,en,cb-IQ,covid-19,kovîd-19
63,en,cb-IQ,covid19,kovîd19
64,en,cb-IQ,COVID-19 epidemic,jêgirbûna KOVÎD-19
65,en,cb-IQ,COVID-19 outbreak,belavbûna KOVÎD-19
66,en,cb-IQ,COVID-19 pandemic,giştgirbûna KOVÎD-19
67,en,cb-IQ,COVID 19,KOVÎD-19
68,en,cb-IQ,current crisis,qeyrana niha
69,en,cb-IQ,current health crisis,qeyrana niha ya tenduristiyê
70,en,cb-IQ,current outbreak,belavbûna niha
71,en,cb-IQ,current pandemic,giştgirbûna niha
72,en,cb-IQ,CV,KV
73,en,cb-IQ,CV-19,CV-19
74,en,cb-IQ,deadly,mirinbar
75,en,cb-IQ,deadly virus,vayrusa mirinbar
76,en,cb-IQ,death rate,qasa mirinê
77,en,cb-IQ,death toll,mesrefa mirinê
78,en,cb-IQ,decontaminate,paqijkirina gemarê
79,en,cb-IQ,detectable,nasînbar
80,en,cb-IQ,detergent,madeyên paqijkirinê
81,en,cb-IQ,difficulty breathing,bêhnkişandina dijwar
82,en,cb-IQ,diabetes,nexweşiya şekir
83,en,cb-IQ,diagnosable disease,nexweşiya jêfêmbar
84,en,cb-IQ,diagnostic protocol,protokola jêfêmkirinê
85,en,cb-IQ,diagnostic testing,testa jêfêmkirinê
86,en,cb-IQ,disease itself,nexweşî bixwe
87,en,cb-IQ,disease outbreak,belavbûna nexweşiyê
88,en,cb-IQ,disinfectant,madeya paqijkar
89,en,cb-IQ,disposable,berdest
90,en,cb-IQ,droplet transmission,veguhestina dilopkeyan
91,en,cb-IQ,droplets,dilopke
92,en,cb-IQ,dry cough,kuxika ziwa
93,en,cb-IQ,dry surface contamination,gemarbûna rûveka ziwa
94,en,cb-IQ,ebola,îbola
95,en,cb-IQ,effective treatment,dermanê kêrhatî
96,en,cb-IQ,electron microscope,mîkroskopa elektronî
97,en,cb-IQ,emergency department,beşa lezgîn
98,en,cb-IQ,epidemic,jêrgir
