id,sourceLang,targetLang,sourceString,targetString
1,en,ta-IN,1918 flu,1918 ஃப்ளூ
2,en,ta-IN,acute bronchitis,கடுமையான மூச்சுக்குழாய் அழற்சி
3,en,ta-IN,acute respiratory disease,கடுமையான சுவாச நோய்
4,en,ta-IN,AIDS,எய்ட்ஸ்
5,en,ta-IN,airborne droplets,ஏர்பார்ன் டிராப்லெட்ஸ்
6,en,ta-IN,airway,ஏர்வே
7,en,ta-IN,alcohol-based,ஆல்கஹால் சார்ந்தது
8,en,ta-IN,alcohol-based hand rub,ஆல்கஹால் கலந்த கை கழுவும் திரவும்
9,en,ta-IN,alcohol-based hand sanitizer,ஆல்கஹால் சார்ந்த ஹேண்ட் சானிட்டைசர்
10,en,ta-IN,alveolar disease,அல்வியோலர் நோய்
11,en,ta-IN,an epidemic,தொற்றுநோய்
12,en,ta-IN,annual flu,ஆண்டுதோறும் ஏற்படும் ஃப்ளூ
13,en,ta-IN,anti-inflammatory drug,நோய் எதிர்ப்புக்கான மருந்து
14,en,ta-IN,antiviral drug,நோய் எதிர்ப்பு மருந்து
15,en,ta-IN,antiviral treatment,ஆன்டிவைரல் சிகிச்சை
16,en,ta-IN,assay,சோதனை
17,en,ta-IN,asymptomatic,அறிகுறி இல்லாமல் இருப்பது
18,en,ta-IN,avian flu,ஏவியன் ஃப்ளூ
19,en,ta-IN,Black Plague,கருப்பு பிளேக்
20,en,ta-IN,blood pressure,இரத்த அழுத்தம்
21,en,ta-IN,body fluid,உடல் திரவம்
22,en,ta-IN,breathing,சுவாசிப்பது
23,en,ta-IN,bubonic plague,கொடிய பிளேக் நோய்
24,en,ta-IN,c19,c19
25,en,ta-IN,cv19,cv19
26,en,ta-IN,case fatality rate,கேஸின் இறப்பு விகிதம்
27,en,ta-IN,causative agent,நோய் ஏற்படுவதற்கான காரணம்
28,en,ta-IN,CDC,CDC
29,en,ta-IN,chemical disinfection,இரசாயன கிருமி நீக்கம்
30,en,ta-IN,chest x-ray,மார்பு பகுதியின் எக்ஸ்ரே
31,en,ta-IN,clinical diagnosis,மருத்துவ ஆய்வு
32,en,ta-IN,clinical trial,மருத்துவச் சோதனை
33,en,ta-IN,close contact,நெருங்கிய தொடர்பு
34,en,ta-IN,cvirus,வைரஸ்
35,en,ta-IN,chronic respiratory disease,தீவிர சுவாச நோய்
36,en,ta-IN,common cold,சாதாரண சளி
37,en,ta-IN,common flu,சாதாரண காய்ச்சல்
38,en,ta-IN,communicable disease,தொற்றுவியாதி
39,en,ta-IN,community spread,சமூகத்தில் பரவுதல்
40,en,ta-IN,community transmission,சமூகத்தில் பகிர்தல்
41,en,ta-IN,compromised immune system,குறைந்த நோய் எதிர்ப்பு ஆற்றல்
42,en,ta-IN,contagion,தொற்று
43,en,ta-IN,contagious,பரவக்கூடியவை
44,en,ta-IN,contagiousness,தொற்று
45,en,ta-IN,corona,கொரோனா
46,en,ta-IN,corona virus,கொரோனா வைரஸ்
47,en,ta-IN,corona virus epidemic,கொரோனா வைரஸ் தொற்றுநோய்
48,en,ta-IN,corona virus outbreak,கொரோனா வைரஸின் திடீர் பாதிப்பு
49,en,ta-IN,corona virus scare,கொரோனா வைரஸ் தொடர்பான அச்சம்
50,en,ta-IN,coronavirus,கொரோனா வைரஸ்
51,en,ta-IN,coronavirus cases,கொரோனா வைரஸால் பாதிக்கப்பட்டவர்கள்
52,en,ta-IN,coronavirus outbreak,கொரோனா வைரஸின் திடீர் பாதிப்பு
53,en,ta-IN,coronavirus pandemic,கொரோனா வைரஸ் உலகளவில் ஒரு பெரிய தொற்றுநோய்
54,en,ta-IN,coronavirus scare,கொரோனா வைரஸ் தொடர்பான அச்சம்
55,en,ta-IN,cough,இருமல்
56,en,ta-IN,cough etiquette,இருமும் முறை
57,en,ta-IN,coughing,இருமல் ஏற்படுதல்
58,en,ta-IN,cov 19,cov 19
59,en,ta-IN,cov19,cov19
60,en,ta-IN,COVID,COVID
61,en,ta-IN,COVID-19 crisis,COVID-19 பேரிடர்
62,en,ta-IN,covid-19,covid-19
63,en,ta-IN,covid19,covid19
64,en,ta-IN,COVID-19 epidemic,COVID-19 தொற்றுநோய்
65,en,ta-IN,COVID-19 outbreak,COVID-19 இன் திடீர் பாதிப்பு
66,en,ta-IN,COVID-19 pandemic,COVID-19 உலகளவில் ஒரு பெரிய தொற்றுநோய்
67,en,ta-IN,COVID 19,COVID 19
68,en,ta-IN,current crisis,தற்போதைய பேரிடர்
69,en,ta-IN,current health crisis,தற்போது உடல் ரீதியான பேரிடர்
70,en,ta-IN,current outbreak,தற்போது ஏற்பட்டுள்ள பாதிப்பு
71,en,ta-IN,current pandemic,தற்போது உலகளவில் ஒரு பெரிய தொற்றுநோய்
72,en,ta-IN,CV,CV
73,en,ta-IN,CV-19,CV-19
74,en,ta-IN,deadly,கொடிய நோய்
75,en,ta-IN,deadly virus,கொடிய வைரஸ்
76,en,ta-IN,death rate,இறப்பு விகிதம்
77,en,ta-IN,death toll,இறப்பு எண்ணிக்கை
78,en,ta-IN,decontaminate,கிருமிகளை அகற்றக்கூடியது
79,en,ta-IN,detectable,கண்டறியக்கூடியது
80,en,ta-IN,detergent,டிட்டர்ஜென்ட்
81,en,ta-IN,difficulty breathing,சுவாசிப்பதில் பிரச்சனை
82,en,ta-IN,diabetes,நீரிழிவு நோய்
83,en,ta-IN,diagnosable disease,கண்டறியக்கூடிய நோய்
84,en,ta-IN,diagnostic protocol,கண்டறிவதற்கான நெறிமுறை
85,en,ta-IN,diagnostic testing,நோய் கண்டறிதலுக்கான சோதனை
86,en,ta-IN,disease itself,நோய் தானாகவே
87,en,ta-IN,disease outbreak,நோய் பரவுதல்
88,en,ta-IN,disinfectant,கிருமிநாசினி
89,en,ta-IN,disposable,ஒருமுறை மட்டும் பயன்படுத்தக்கூடியவை
90,en,ta-IN,droplet transmission,ட்ராப்லெட் ட்ரான்ஸ்மிஷன்
91,en,ta-IN,droplets,ட்ராப்லெட்கள்
92,en,ta-IN,dry cough,வறட்டு இருமல்
93,en,ta-IN,dry surface contamination,சுத்தமான இடத்தை மாசுப்படுத்துவது
94,en,ta-IN,ebola,எபோலா
95,en,ta-IN,effective treatment,பயனுள்ள சிகிச்சை
96,en,ta-IN,electron microscope,எலக்ட்ரான் மைக்ரோஸ்கோப்
97,en,ta-IN,emergency department,அவசரசிகிச்சைப் பிரிவு
98,en,ta-IN,epidemic,தொற்றுநோய்
99,en,ta-IN,epidemic curve,தொற்று நோயால் புதிதாகப் பாதிக்கப்பட்டவர்களைக் காட்டுவது
100,en,ta-IN,epidemic peak,தொற்றுநோய் அதிகரித்தல்
101,en,ta-IN,epidemiologist,தொற்றுநோயியல் நிபுணர்
102,en,ta-IN,exposure,வெளிப்பாடு
103,en,ta-IN,extreme caution,தீவிர முன்னெச்சரிக்கை
104,en,ta-IN,eye protection,கண்களைப் பாதுகாப்பாக வைப்பது
105,en,ta-IN,face mask,ஃபேஸ் மாஸ்க்
106,en,ta-IN,face masks,ஃபேஸ் மாஸ்க்குகள்
107,en,ta-IN,family cluster,குடும்ப நெறிமுறைகள்
108,en,ta-IN,fatality rate,இறப்பு விகிதம்
109,en,ta-IN,fecal contamination,மலத்தினால் மாசடைதல்
110,en,ta-IN,fever,காய்ச்சல்
111,en,ta-IN,flatten the infection curve,பாதிக்கப்பட்டவர்கலைக் காட்டும் கர்வைக் குறைக்கும்
112,en,ta-IN,flu,ஃப்ளூ
113,en,ta-IN,food safety,உணவு பாதுகாப்பு
114,en,ta-IN,formaldehyde,ஃபார்மால்டிஹைட்
115,en,ta-IN,gastroenteritis,இரைப்பைக் குடல் அழற்சி
116,en,ta-IN,germicide,ஜெர்மிசைடு
117,en,ta-IN,global pandemic,உலகளாவிய தொற்றுநோய்
118,en,ta-IN,global warming,உலக வெப்பமயமாதல்
119,en,ta-IN,good respiratory hygiene,நல்ல சுவாச ஆரோக்கியம்
120,en,ta-IN,Guangdong,குவாங்டாங்
121,en,ta-IN,H1N1,H1N1
122,en,ta-IN,H1N1 virus,H1N1 வைரஸ்
123,en,ta-IN,hand disinfectant,கைகளுக்கான கிருமிநாசினி
124,en,ta-IN,hand sanitizer,ஹேண்ட் சானிட்டைசர்
125,en,ta-IN,health care provider,மருத்துவர்
126,en,ta-IN,health crisis,உடல்நலக் குறைவு
127,en,ta-IN,health plan carrier,வாழ்க்கைக்கான உடல்நலத் திட்டம்
128,en,ta-IN,health services,உடல்நலச் சேவைகள்
129,en,ta-IN,heart failure,இதயக் கோளாறு
130,en,ta-IN,high fever,அதிகமான காய்ச்சல்
131,en,ta-IN,HIV,ஹெச்ஐவி
132,en,ta-IN,hospitalize,மருத்துவமனையில் சேர்ப்பது
133,en,ta-IN,household bleach,வீட்டில் உபயோகிக்கும் ப்ளீச்
134,en,ta-IN,Hubei,ஹூபே
135,en,ta-IN,hydrogen peroxide,ஹைட்ரஜன் பெராக்சைடு
136,en,ta-IN,hygiene,ஆரோக்கியம்
137,en,ta-IN,immune system,நோய் எதிர்ப்பு ஆற்றல்
138,en,ta-IN,immunity,நோய் எதிர்ப்பு சக்தி
139,en,ta-IN,immunocompromised,நோயெதிர்ப்பு குறைபாடு
140,en,ta-IN,immunologist,நோயெதிர்ப்பு நிபுணர்
141,en,ta-IN,incubation,இன்குபெஷன்
142,en,ta-IN,incubation period,இன்குபெஷன் காலம்
143,en,ta-IN,indirect contact,மறைமுகமானத தொடர்பு
144,en,ta-IN,infect,தொற்று
145,en,ta-IN,infection,தொற்று
146,en,ta-IN,infectious,தொற்று நோய்
147,en,ta-IN,infectivity,நோய் தொற்றகூடிய இடங்கள்
148,en,ta-IN,influenza,இன்ஃப்ளூயன்ஸா
149,en,ta-IN,initial transmission event,ஆரம்ப பரிமாற்ற நிகழ்வு
150,en,ta-IN,intensive care equipment,தீவிர சிகிச்சைக்கான உபகரணம்
151,en,ta-IN,intermediate host,இடைநிலை ஹோஸ்ட்
152,en,ta-IN,intrauterine,கருப்பை
153,en,ta-IN,intubation,மூச்சுக்குழலுக்குள் குழாய் செருகுதல்
154,en,ta-IN,isolation,தனிமைப்படுத்துதல்
155,en,ta-IN,Isopropanol,ஐசோபுரொப்பனால்
156,en,ta-IN,laboratory test kit,ஆய்வகத்திற்கான சோதனை கிட்
157,en,ta-IN,laboratory testing,ஆய்வகச் சோதனை
158,en,ta-IN,lack of testing,சோதனைக் குறைபாடு
159,en,ta-IN,lack of tests,சோதனைகள் இல்லாமல் இருப்பது
160,en,ta-IN,latest updates,சமீபத்திய அறிவிப்புகள்
161,en,ta-IN,liver failure,கல்லீரல் செயலிழப்பு
162,en,ta-IN,local public health authority,உள்ளூர் பொது சுகாதார ஆய்வாளர்
163,en,ta-IN,lockdown,லாக்டவுன்
164,en,ta-IN,lungs,நுரையீரல்கள்
165,en,ta-IN,masks,மாஸ்க்குகள்
166,en,ta-IN,measles,தட்டம்மை
167,en,ta-IN,mechanical ventilation,இயந்திர காற்றோட்டம்
168,en,ta-IN,media coverage,மீடியா கவரேஜ்
169,en,ta-IN,medical care,மருத்துவப் பராமரிப்பு
170,en,ta-IN,MERS,MERS
171,en,ta-IN,MERS CoV,MERS CoV
172,en,ta-IN,microbiologist,நுண்ணுயிரியலாளர்
173,en,ta-IN,mild cough,லேசான இருமல்
174,en,ta-IN,mortality rate,இறப்பு விகிதம்
175,en,ta-IN,multi-organ failure,ஒன்றுக்கும் மேற்பட்ட உடல் உறுப்புகள் செயலிழப்பது
176,en,ta-IN,nasal congestion,மூக்கடைப்பு
177,en,ta-IN,neutral detergent,நியுட்ரல் டிட்டர்ஜென்ட்
178,en,ta-IN,new normal,புதிய வழக்கமான
179,en,ta-IN,novel corona virus,நோவல் கொரோனா வைரஸ்
180,en,ta-IN,novel coronavirus,நோவல் கொரோனா வைரஸ்
181,en,ta-IN,novel coronavirus outbreak,நோவல் கொரோனா வைரஸின் திடீர் பாதிப்பு
182,en,ta-IN,novel virus,நோவல் வைரஸ்
183,en,ta-IN,online medical consultation,ஆன்லைன் மருத்துவ ஆலோசனை
184,en,ta-IN,onset,ஆன்செட்
185,en,ta-IN,outbreak,பரவுதல்
186,en,ta-IN,outbreak readiness,பரவுதலை தடுப்பதற்கான தயார்நிலை
187,en,ta-IN,overall case fatality,ஒட்டுமொத்த இறப்பு விகிதம்
188,en,ta-IN,pandemic,தொற்று
189,en,ta-IN,pangolin,பங்கோளின்
190,en,ta-IN,pathogen,நோய்க்கிருமி
191,en,ta-IN,pathology,நோயியல்
192,en,ta-IN,patient care equipment,நோயாளி பாதுகாப்பு உபகரணங்கள்
193,en,ta-IN,personal protective equipment,தனிப்பட்ட பாதுகாப்பு உபகரணம்
194,en,ta-IN,person-to-person transmission,ஒருவர் மூலம் இன்னொருவருக்குப் பரவுதல்
195,en,ta-IN,phlegm,கபம்
196,en,ta-IN,physical contact,உடல் ரீதியான தொடர்பு
197,en,ta-IN,plague,பிளேக்
198,en,ta-IN,pneumonia,நிமோனியா
199,en,ta-IN,pneumonias,நிமோனியாஸ்
200,en,ta-IN,positive test,பாசிடிவ் டெஸ்ட்
201,en,ta-IN,precaution,முன்னெச்சரிக்கை
202,en,ta-IN,precautionary,முன்னெச்சரிக்கையாக இருப்பது
203,en,ta-IN,pre-existing condition,முன்பே இருக்கும் நிலை
204,en,ta-IN,preparedness,தயாராக இருப்பது
205,en,ta-IN,prognosis,முன்கணிப்பு
206,en,ta-IN,protect myself,தன்னைத்தானே பாதுகாப்பது
207,en,ta-IN,protect others,பிறரைப் பாதுகாப்பது
208,en,ta-IN,protect yourself,உங்களைப் பாதுகாப்பது
209,en,ta-IN,protective measures,பாதுகாப்பு நடவடிக்கைகள்
210,en,ta-IN,public health crisis,பொது உடல்நலக் குறைவு பேரிடர்
211,en,ta-IN,pulmonary tissue damage,நுரையீரல் திசு சேதம்
212,en,ta-IN,quarantine,தனிமைப்படுத்தல்
213,en,ta-IN,rapid risk assessment,விரைவான இடர் மதிப்பீடு
214,en,ta-IN,reagent,ரியேஜென்ட்
215,en,ta-IN,regular flu,வழக்கமான ஃப்ளூ
216,en,ta-IN,reinfection,மறு தொற்று
217,en,ta-IN,renal disease,சிறுநீரக நோய்
218,en,ta-IN,renal failure,சிறுநீரகக் கோளாறு
219,en,ta-IN,respirator,சுவாசக் கருவி
