id,sourceLang,targetLang,sourceString,targetString
1,en,et-EE,1918 flu,1918. aasta gripp
2,en,et-EE,acute bronchitis,äge bronhiit
3,en,et-EE,acute respiratory disease,äge hingamisteede haigus
4,en,et-EE,AIDS,AIDS
5,en,et-EE,airborne droplets,lenduvad piisad
6,en,et-EE,airway,hingamisteed
7,en,et-EE,alcohol-based,alkoholipõhine
8,en,et-EE,alcohol-based hand rub,alkoholipõhine käte antiseptik
9,en,et-EE,alcohol-based hand sanitizer,alkoholipõhine käte antiseptik
10,en,et-EE,alveolar disease,alveolaarne haigus
11,en,et-EE,an epidemic,epideemia
12,en,et-EE,annual flu,hooajaline gripp
13,en,et-EE,anti-inflammatory drug,põletikuvastane ravim
14,en,et-EE,antiviral drug,viirusevastane ravim
15,en,et-EE,antiviral treatment,viirusevastane ravi
16,en,et-EE,assay,test
17,en,et-EE,asymptomatic,asümptomaatiline
18,en,et-EE,avian flu,linnugripp
19,en,et-EE,Black Plague,must katk
20,en,et-EE,blood pressure,vererõhk
21,en,et-EE,body fluid,kehavedelik
22,en,et-EE,breathing,hingamine
23,en,et-EE,bubonic plague,muhkkatk
24,en,et-EE,c19,c19
25,en,et-EE,cv19,cv19
26,en,et-EE,case fatality rate,suremus
27,en,et-EE,causative agent,haigustekitaja
28,en,et-EE,CDC,Haiguste kontrolli ja tõrje keskus
29,en,et-EE,chemical disinfection,keemiline desinfitseerimine
30,en,et-EE,chest x-ray,rindkere röntgen
31,en,et-EE,clinical diagnosis,kliiniline diagnoos
32,en,et-EE,clinical trial,kliiniline uuring
33,en,et-EE,close contact,lähikontakt
34,en,et-EE,cvirus,viirus
35,en,et-EE,chronic respiratory disease,kroonilline hingamisteede haigus
36,en,et-EE,common cold,tavaline külmetus
37,en,et-EE,common flu,tavaline gripp
38,en,et-EE,communicable disease,nakkushaigus
39,en,et-EE,community spread,kogukondlik levik
40,en,et-EE,community transmission,kogukondlik edasikandumine
41,en,et-EE,compromised immune system,nõrgenenud immuunsüsteem
42,en,et-EE,contagion,nakatumine
43,en,et-EE,contagious,nakkav
44,en,et-EE,contagiousness,nakkavus
45,en,et-EE,corona,koroona
46,en,et-EE,corona virus,koroonaviirus
47,en,et-EE,corona virus epidemic,koroonaviiruse epideemia
48,en,et-EE,corona virus outbreak,koroonaviiruse puhang
49,en,et-EE,corona virus scare,koroonaviiruse hirm
50,en,et-EE,coronavirus,koroonaviirus
51,en,et-EE,coronavirus cases,koroonaviiruse juhtumid
