id,sourceLang,targetLang,sourceString,targetString
1,en,jv-ID,1918 flu,flu 1918
2,en,jv-ID,acute bronchitis,bronkitis akut
3,en,jv-ID,acute respiratory disease,penyakit ambegan akut
4,en,jv-ID,AIDS,AIDS
5,en,jv-ID,airborne droplets,tetesan saka udhara
6,en,jv-ID,airway,saluran ambegan
7,en,jv-ID,alcohol-based,bahan dasar alkohol
8,en,jv-ID,alcohol-based hand rub,sabun tangan bahan dhasare alkohol
9,en,jv-ID,alcohol-based hand sanitizer,sanitizer tangan bahan dhasare alkohol
10,en,jv-ID,alveolar disease,penyakit alveolar
11,en,jv-ID,an epidemic,wabah
12,en,jv-ID,annual flu,flu biasa
13,en,jv-ID,anti-inflammatory drug,obat anti-inflamasi
14,en,jv-ID,antiviral drug,obat antivirus
15,en,jv-ID,antiviral treatment,prawatan antivirus
16,en,jv-ID,assay,uji kadar logam
17,en,jv-ID,asymptomatic,asimtomatik
18,en,jv-ID,avian flu,flu avian
19,en,jv-ID,Black Plague,Wabah Bahaya
20,en,jv-ID,blood pressure,tekanan getih
21,en,jv-ID,body fluid,cairan awak
22,en,jv-ID,breathing,ambegan
23,en,jv-ID,bubonic plague,wabah pes
24,en,jv-ID,c19,c19
25,en,jv-ID,cv19,cv19
26,en,jv-ID,case fatality rate,tingkat fatalitas kasus
27,en,jv-ID,causative agent,agen penyebab
28,en,jv-ID,CDC,CDC
29,en,jv-ID,chemical disinfection,disinfektan kimia
30,en,jv-ID,chest x-ray,x-ray dada
31,en,jv-ID,clinical diagnosis,diagnosis klinis
32,en,jv-ID,clinical trial,percobaan klinis
33,en,jv-ID,close contact,kontak cedhak
34,en,jv-ID,cvirus,cvirus
35,en,jv-ID,chronic respiratory disease,penyakit ambegan kronis
36,en,jv-ID,common cold,pilek biasa
37,en,jv-ID,common flu,flu biasa
38,en,jv-ID,communicable disease,penyakit nular
39,en,jv-ID,community spread,sebarane komunitas
40,en,jv-ID,community transmission,transmisi komunitas
41,en,jv-ID,compromised immune system,sistem imun keganggu
42,en,jv-ID,contagion,pangulan
43,en,jv-ID,contagious,ngula
44,en,jv-ID,contagiousness,pangulan
45,en,jv-ID,corona,corona
46,en,jv-ID,corona virus,virus corona
47,en,jv-ID,corona virus epidemic,wabah virus corona
48,en,jv-ID,corona virus outbreak,kedadeyan linuwih virus corona
49,en,jv-ID,corona virus scare,kaweden virus corona
50,en,jv-ID,coronavirus,virus corona
51,en,jv-ID,coronavirus cases,kasus virus corona
52,en,jv-ID,coronavirus outbreak,kedadeyan linuwih virus corona
53,en,jv-ID,coronavirus pandemic,pandemik virus corona
54,en,jv-ID,coronavirus scare,kaweden virus corona
55,en,jv-ID,cough,watuk
56,en,jv-ID,cough etiquette,tata carane watuk
57,en,jv-ID,coughing,watuk
58,en,jv-ID,cov 19,cov 19
59,en,jv-ID,cov19,cov19
60,en,jv-ID,COVID,COVID
61,en,jv-ID,COVID-19 crisis,krisis COVID-19
62,en,jv-ID,covid-19,covid-19
63,en,jv-ID,covid19,covid19
64,en,jv-ID,COVID-19 epidemic,wabah COVID-19
65,en,jv-ID,COVID-19 outbreak,kadadeyan linuwih COVID-19
66,en,jv-ID,COVID-19 pandemic,pandemik COVID-19
67,en,jv-ID,COVID 19,COVID 19
68,en,jv-ID,current crisis,krisis wektu iki
69,en,jv-ID,current health crisis,krisis kesehatan wektu iki
70,en,jv-ID,current outbreak,kadadeyan linuwih wektu iki
71,en,jv-ID,current pandemic,pandemik wektu iki
72,en,jv-ID,CV,CV
73,en,jv-ID,CV-19,CV-19
74,en,jv-ID,deadly,mateni
75,en,jv-ID,deadly virus,virus mateni
76,en,jv-ID,death rate,tingkat kepaten
77,en,jv-ID,death toll,korban mati
78,en,jv-ID,decontaminate,menehi disinfektan
79,en,jv-ID,detectable,bisa dilacak
80,en,jv-ID,detergent,detergen
81,en,jv-ID,difficulty breathing,susah ambegan
82,en,jv-ID,diabetes,diabetes
83,en,jv-ID,diagnosable disease,penyakit sing bisa didiagnosa
84,en,jv-ID,diagnostic protocol,protokol diagnosa
85,en,jv-ID,diagnostic testing,nguji diagnosa
86,en,jv-ID,disease itself,penyakit iku dhewe
87,en,jv-ID,disease outbreak,kedadeyan linuwih penyakit
88,en,jv-ID,disinfectant,disinfektan
89,en,jv-ID,disposable,dienggo sepisan
90,en,jv-ID,droplet transmission,nyebar saka cipratan
91,en,jv-ID,droplets,cipratan
92,en,jv-ID,dry cough,watuk garing
93,en,jv-ID,dry surface contamination,kontaminasi lumah garing
94,en,jv-ID,ebola,ebola
95,en,jv-ID,effective treatment,prawatan efektif
96,en,jv-ID,electron microscope,mikroskop elekton
97,en,jv-ID,emergency department,departemen darurat
98,en,jv-ID,epidemic,wabah
99,en,jv-ID,epidemic curve,kurva wabah
100,en,jv-ID,epidemic peak,puncak wabah
101,en,jv-ID,epidemiologist,epidemiologi
102,en,jv-ID,exposure,pangiriman
103,en,jv-ID,extreme caution,bebaya nemen
104,en,jv-ID,eye protection,nglindhungi mripat
105,en,jv-ID,face mask,masker rai
