id,sourceLang,targetLang,sourceString,targetString
1,en,lg-UG,1918 flu,Senyiga wa 1918
2,en,lg-UG,acute bronchitis,Oburwadde bwomawugwe
3,en,lg-UG,acute respiratory disease,Oburwade obukwagagana nekubo lyokusizamu
4,en,lg-UG,AIDS,Mukenenya
5,en,lg-UG,airborne droplets,Omatondo agaletebwa nendwadde yomumpewo
6,en,lg-UG,airway,Ekubo lyenyonyi
7,en,lg-UG,alcohol-based,Kivamu mwenge
8,en,lg-UG,alcohol-based hand rub,Kivamu mwenge ngakyakusiga mungalo
9,en,lg-UG,alcohol-based hand sanitizer,Kivamu mwenge ngakita vayirasi mungalo
10,en,lg-UG,alveolar disease,Ndwadde yambusuwa mawugwe
11,en,lg-UG,an epidemic,Endwadde esasanye wano mbitundu
12,en,lg-UG,annual flu,Senyiga womwaka
13,en,lg-UG,anti-inflammatory drug,Edagara erilwanyisa ebyenzisa
14,en,lg-UG,antiviral drug,Edagara erita vayirasi
15,en,lg-UG,antiviral treatment,Enzijanjaba ya vayirasi
16,en,lg-UG,assay,Ebiwandikidwa
17,en,lg-UG,asymptomatic,obubonero
18,en,lg-UG,avian flu,Senyiga webinyonyi
19,en,lg-UG,Black Plague,Endwadde eletebwa ensekele
20,en,lg-UG,blood pressure,Engeri omusayi bwegutambulamu
21,en,lg-UG,body fluid,Amazi gomubiri
22,en,lg-UG,breathing,okusa
23,en,lg-UG,bubonic plague,Oburwadde bwamagumba
24,en,lg-UG,c19,c19
25,en,lg-UG,cv19,cv19
26,en,lg-UG,case fatality rate,Egeri yekizibu bwegenda yeyongera
27,en,lg-UG,causative agent,Ekiletera endwadde
28,en,lg-UG,CDC,CDC
29,en,lg-UG,chemical disinfection,Edagara elita obuwuka
30,en,lg-UG,chest x-ray,Okeberebwa mukifuba
31,en,lg-UG,clinical diagnosis,Okebejebwa mbulwariro obutono
32,en,lg-UG,clinical trial,Okugezako mbulwariro obutono
33,en,lg-UG,close contact,Okuba ngamwelinanye
34,en,lg-UG,cvirus,korona vayirasi
35,en,lg-UG,chronic respiratory disease,Oburwadde bwomawugwe
36,en,lg-UG,common cold,Obunyogovu obwabulijjo
37,en,lg-UG,common flu,Senyiga owabulijjo
38,en,lg-UG,communicable disease,Endwadde namuta
39,en,lg-UG,community spread,Ensansanya mbatuzze
40,en,lg-UG,community transmission,Engeri bwesasana mbatuzze
41,en,lg-UG,compromised immune system,Engeri omubiri bwegwelwanako
42,en,lg-UG,contagion,kontagiyoni
43,en,lg-UG,contagious,bwebukwata
44,en,lg-UG,contagiousness,enkwata
45,en,lg-UG,corona,korona
46,en,lg-UG,corona virus,Korona vayirasi
47,en,lg-UG,corona virus epidemic,Endwadde yakorona vayirasi esasanye
48,en,lg-UG,corona virus outbreak,Endwadde ya korona vayirasi eggude enakku zino
49,en,lg-UG,corona virus scare,Entisa yobulwadde bwa korona vayirasi
50,en,lg-UG,coronavirus,Korona vayirasi
51,en,lg-UG,coronavirus cases,Ensonga ezikwata kukilwadde kya korona vayirasi
52,en,lg-UG,coronavirus outbreak,Endwadde ya korona vayirasi eggude enakku zino
53,en,lg-UG,coronavirus pandemic,Ekilwadde kya korona vayirasi
54,en,lg-UG,coronavirus scare,Entisa yobulwadde bwa korona vayirasi
55,en,lg-UG,cough,kukolora
56,en,lg-UG,cough etiquette,Ekizibu kyokolora
57,en,lg-UG,coughing,okukolora
58,en,lg-UG,cov 19,cov 19
59,en,lg-UG,cov19,cov19
60,en,lg-UG,COVID,COVID
61,en,lg-UG,COVID-19 crisis,Ensasage ya COVID-19
62,en,lg-UG,covid-19,covid-19
63,en,lg-UG,covid19,covid19
64,en,lg-UG,COVID-19 epidemic,Ekilwadde kya COVID -19
65,en,lg-UG,COVID-19 outbreak,Entandikwa ya COVID-19
66,en,lg-UG,COVID-19 pandemic,Obulwadde bwa Covid-19
67,en,lg-UG,COVID 19,COVID 19
68,en,lg-UG,current crisis,Ensasage yakakati
69,en,lg-UG,current health crisis,Ensasage yakakati munsonga yebyebulamu
70,en,lg-UG,current outbreak,Ensasanya yekisera kino
71,en,lg-UG,current pandemic,Ekilwadde kyekisera kino
72,en,lg-UG,CV,CV
73,en,lg-UG,CV-19,CV-19
74,en,lg-UG,deadly,Namutaa
75,en,lg-UG,deadly virus,Vayirasi namutaa
76,en,lg-UG,death rate,Engeri enfa jyetambulamu
77,en,lg-UG,death toll,Abafu benkanaki
78,en,lg-UG,decontaminate,Okwewala okusigibwa
79,en,lg-UG,detectable,Kisoboka okukazura
80,en,lg-UG,detergent,Sabuni ezita obuwukka
81,en,lg-UG,difficulty breathing,Obuzibu mukusa
82,en,lg-UG,diabetes,Endwadde yasukali
83,en,lg-UG,diagnosable disease,Endwadde esoboka okwekebejebwa
84,en,lg-UG,diagnostic protocol,Amakubo mukwekebeja
85,en,lg-UG,diagnostic testing,Engeri yokukebera
86,en,lg-UG,disease itself,Ekilwadde kyenyini
87,en,lg-UG,disease outbreak,Ekilwadde kyekisera kino
88,en,lg-UG,disinfectant,Ekitaa obuwukka
89,en,lg-UG,disposable,Kisulibwa oluvanyuma yokukozesebwa
90,en,lg-UG,droplet transmission,Engeri yensansanya yebivambantu nga byamatondo
91,en,lg-UG,droplets,amatondo
92,en,lg-UG,dry cough,Okukorola ngakukalu
93,en,lg-UG,dry surface contamination,Okusigibwa ngakuva mbifo ebikalu
94,en,lg-UG,ebola,ebola
95,en,lg-UG,effective treatment,Enzijanjaba entufu
96,en,lg-UG,electron microscope,Ekyuma ekyekebeja
97,en,lg-UG,emergency department,Ekitundu ekikwatibwa kunsonga ezikudewo ngazamangu
98,en,lg-UG,epidemic,Ensasanya
99,en,lg-UG,epidemic curve,Engeri ensasana bweri
100,en,lg-UG,epidemic peak,Wa ensasana wetuse
101,en,lg-UG,epidemiologist,Ajanjaba ebyamaso
102,en,lg-UG,exposure,Okwemanyiza
103,en,lg-UG,extreme caution,Okulabula okwamanyi
104,en,lg-UG,eye protection,Okukuma amaso
105,en,lg-UG,face mask,Masiki ebika fesii
106,en,lg-UG,face masks,Masiki zomu fesii
107,en,lg-UG,family cluster,Ebibinja byomumaka
108,en,lg-UG,fatality rate,Egeri yekizibu bwegenda yeyongera
109,en,lg-UG,fecal contamination,Eneri bwekisigibwa mu fesii
110,en,lg-UG,fever,omusujja
111,en,lg-UG,flatten the infection curve,Kendeza kunkwatibwa kwekilwadde
112,en,lg-UG,flu,senyiga
113,en,lg-UG,food safety,Enkuma yemere enungi
114,en,lg-UG,formaldehyde,formaldehyde
115,en,lg-UG,gastroenteritis,gastroenteritis
116,en,lg-UG,germicide,Ekita obuwukka
117,en,lg-UG,global pandemic,Ekilwadde kunsiyona
118,en,lg-UG,global warming,Ebugumu kunsiyona
119,en,lg-UG,good respiratory hygiene,Engeri enungi eyokukuma enzisayo
120,en,lg-UG,Guangdong,Guangdong
121,en,lg-UG,H1N1,H1N1
122,en,lg-UG,H1N1 virus,H1N1 vayirasi
123,en,lg-UG,hand disinfectant,Ekita obuwuka bwomungaro
124,en,lg-UG,hand sanitizer,Ekita vayirasi yomungaro
125,en,lg-UG,health care provider,Akwasibwako ensonga yebyobulamu
126,en,lg-UG,health crisis,Ensasage mbyobulamu
127,en,lg-UG,health plan carrier,Engeri ku pulani yentambuza kubyobulamu
128,en,lg-UG,health services,Empereza kubyobulamu
129,en,lg-UG,heart failure,Omutima okulemererwa okukola
130,en,lg-UG,high fever,Omusujja omunji
131,en,lg-UG,HIV,Akawuka akaleta obulwadde bwasilimu
