id,sourceLang,targetLang,sourceString,targetString
1,en,sv-SE,1918 flu,Influensan 1918
2,en,sv-SE,acute bronchitis,akut bronkit
3,en,sv-SE,acute respiratory disease,akut luftvägssjukdom
4,en,sv-SE,AIDS,AIDS
5,en,sv-SE,airborne droplets,luftburna partiklar
6,en,sv-SE,airway,luftväg
7,en,sv-SE,alcohol-based,alkoholbaserad
8,en,sv-SE,alcohol-based hand rub,alkoholbaserad handgnuggning
9,en,sv-SE,alcohol-based hand sanitizer,alkoholbaserad handsprit
10,en,sv-SE,alveolar disease,alveolär sjukdom
11,en,sv-SE,an epidemic,en epidemi
12,en,sv-SE,annual flu,årlig influensa
13,en,sv-SE,anti-inflammatory drug,anti-inflammatoriskt läkemedel
14,en,sv-SE,antiviral drug,antiviralt läkemedel
15,en,sv-SE,antiviral treatment,antiviral behandling
16,en,sv-SE,assay,analys
17,en,sv-SE,asymptomatic,asymtomatisk
18,en,sv-SE,avian flu,fågelinfluensa
19,en,sv-SE,Black Plague,digerdöden
20,en,sv-SE,blood pressure,blodtryck
21,en,sv-SE,body fluid,kroppsvätska
22,en,sv-SE,breathing,andning
23,en,sv-SE,bubonic plague,böldpest
24,en,sv-SE,c19,c19
25,en,sv-SE,cv19,cv19
26,en,sv-SE,case fatality rate,dödlighet
27,en,sv-SE,causative agent,smittämne
28,en,sv-SE,CDC,smittskyddsmyndighet
29,en,sv-SE,chemical disinfection,kemisk desinficering
30,en,sv-SE,chest x-ray,lungröntgen
31,en,sv-SE,clinical diagnosis,klinisk diagnos
32,en,sv-SE,clinical trial,klinisk prövning
33,en,sv-SE,close contact,närkontakt
34,en,sv-SE,cvirus,cvirus
35,en,sv-SE,chronic respiratory disease,kronisk luftvägssjukdom
36,en,sv-SE,common cold,vanlig förkylning
37,en,sv-SE,common flu,vanlig influensa
38,en,sv-SE,communicable disease,smittsam sjukdom
39,en,sv-SE,community spread,samhällsspridning
40,en,sv-SE,community transmission,samhällsspridning
41,en,sv-SE,compromised immune system,nedsatt immunförsvar
42,en,sv-SE,contagion,smitta
43,en,sv-SE,contagious,smittsam
44,en,sv-SE,contagiousness,smittsamhet
45,en,sv-SE,corona,corona
46,en,sv-SE,corona virus,coronavirus
47,en,sv-SE,corona virus epidemic,coronavirusepidemi
48,en,sv-SE,corona virus outbreak,utbrott av coronavirus
49,en,sv-SE,corona virus scare,coronaviruspanik
50,en,sv-SE,coronavirus,coronavirus
51,en,sv-SE,coronavirus cases,fall av coronavirus
52,en,sv-SE,coronavirus outbreak,utbrott av coronavirus
53,en,sv-SE,coronavirus pandemic,coronaviruspandemi
54,en,sv-SE,coronavirus scare,coronaviruspanik
55,en,sv-SE,cough,hosta
56,en,sv-SE,cough etiquette,uppförande vid hosta
57,en,sv-SE,coughing,hostande
58,en,sv-SE,cov 19,cov-19
59,en,sv-SE,cov19,cov19
60,en,sv-SE,COVID,COVID
61,en,sv-SE,COVID-19 crisis,COVID-19-krisen
62,en,sv-SE,covid-19,covid-19
63,en,sv-SE,covid19,covid19
64,en,sv-SE,COVID-19 epidemic,COVID-19-epidemi
65,en,sv-SE,COVID-19 outbreak,COVID-19-utbrott
66,en,sv-SE,COVID-19 pandemic,COVID-19-pandemi
67,en,sv-SE,COVID 19,COVID 19
68,en,sv-SE,current crisis,nuvarande kris
69,en,sv-SE,current health crisis,nuvarande hälsokris
70,en,sv-SE,current outbreak,nuvarande utbrott
71,en,sv-SE,current pandemic,nuvarande pandemi
72,en,sv-SE,CV,CV
73,en,sv-SE,CV-19,CV-19
74,en,sv-SE,deadly,dödlig
75,en,sv-SE,deadly virus,dödligt virus
