id,sourceLang,targetLang,sourceString,targetString
1,en,mk-MK,1918 flu,Грип од 1918 година
2,en,mk-MK,acute bronchitis,акутен борнхит
3,en,mk-MK,acute respiratory disease,акутно респираторно заболување
4,en,mk-MK,AIDS,СИДА
5,en,mk-MK,airborne droplets,капки во воздухот
6,en,mk-MK,airway,дишен пат
7,en,mk-MK,alcohol-based,алкохолно
8,en,mk-MK,alcohol-based hand rub,алкохолно средство за раце
9,en,mk-MK,alcohol-based hand sanitizer,алкохолно дезинфекциско средство за рацете
10,en,mk-MK,alveolar disease,алвеоларно заболување
11,en,mk-MK,an epidemic,епидемија
12,en,mk-MK,annual flu,сезонски грип
13,en,mk-MK,anti-inflammatory drug,лек против воспаленија
14,en,mk-MK,antiviral drug,лек против вирус
15,en,mk-MK,antiviral treatment,третман против вирус
16,en,mk-MK,assay,анализа
17,en,mk-MK,asymptomatic,асимптоматично
18,en,mk-MK,avian flu,птичји грип
19,en,mk-MK,Black Plague,Црна чума
20,en,mk-MK,blood pressure,крвен притисок
21,en,mk-MK,body fluid,телесна течност
22,en,mk-MK,breathing,дишење
23,en,mk-MK,bubonic plague,Бубонска чума
24,en,mk-MK,c19,c19
25,en,mk-MK,cv19,cv19
26,en,mk-MK,case fatality rate,стапка на фаталност на случаи
27,en,mk-MK,causative agent,каузативен агенс
28,en,mk-MK,CDC,CDC
29,en,mk-MK,chemical disinfection,хемиска дезинфекција
30,en,mk-MK,chest x-ray,рендген на гради
31,en,mk-MK,clinical diagnosis,клиничка дијагноза
32,en,mk-MK,clinical trial,клиничко испитување
33,en,mk-MK,close contact,близок контакт
34,en,mk-MK,cvirus,к-вирус
35,en,mk-MK,chronic respiratory disease,хронично респираторно заболување
36,en,mk-MK,common cold,обична настинка
37,en,mk-MK,common flu,обичен грип
38,en,mk-MK,communicable disease,заразно заболување
39,en,mk-MK,community spread,ширење во заедницата
40,en,mk-MK,community transmission,пренесување во заедницата
41,en,mk-MK,compromised immune system,нарушен имунолошки систем
42,en,mk-MK,contagion,зараза
43,en,mk-MK,contagious,заразно
44,en,mk-MK,contagiousness,заразност
45,en,mk-MK,corona,корона
46,en,mk-MK,corona virus,коронавирус
47,en,mk-MK,corona virus epidemic,епидемија на коронавирус
48,en,mk-MK,corona virus outbreak,епидемија на коронавирус
49,en,mk-MK,corona virus scare,страв од коронавирус
50,en,mk-MK,coronavirus,коронавирус
51,en,mk-MK,coronavirus cases,случаи на коронавирус
52,en,mk-MK,coronavirus outbreak,епидемија на коронавирус
53,en,mk-MK,coronavirus pandemic,пандемија на коронавирус
54,en,mk-MK,coronavirus scare,страв од коронавирус
55,en,mk-MK,cough,кашлица
56,en,mk-MK,cough etiquette,бонтон за кашлање
57,en,mk-MK,coughing,кашлање
58,en,mk-MK,cov 19,cov 19
59,en,mk-MK,cov19,cov19
60,en,mk-MK,COVID,COVID
61,en,mk-MK,COVID-19 crisis,криза со COVID-19
62,en,mk-MK,covid-19,covid-19
63,en,mk-MK,covid19,covid19
64,en,mk-MK,COVID-19 epidemic,епидемија на COVID-19
65,en,mk-MK,COVID-19 outbreak,епидемија на COVID-19
66,en,mk-MK,COVID-19 pandemic,пандемија на COVID-19
67,en,mk-MK,COVID 19,COVID 19
68,en,mk-MK,current crisis,моментална криза
69,en,mk-MK,current health crisis,моментална здравствена криза
70,en,mk-MK,current outbreak,моментална епидемија
71,en,mk-MK,current pandemic,моментална пандемија
72,en,mk-MK,CV,CV
73,en,mk-MK,CV-19,CV-19
74,en,mk-MK,deadly,смртоносно
75,en,mk-MK,deadly virus,смртоносен вирус
76,en,mk-MK,death rate,стапка на смртност
77,en,mk-MK,death toll,број на смртни случаи
78,en,mk-MK,decontaminate,деконтаминирај
79,en,mk-MK,detectable,забележлив
80,en,mk-MK,detergent,детергент
81,en,mk-MK,difficulty breathing,тешкотии со дишењето
82,en,mk-MK,diabetes,дијабетес
83,en,mk-MK,diagnosable disease,дијагностицирачко заболување
84,en,mk-MK,diagnostic protocol,дијагностички протокол
85,en,mk-MK,diagnostic testing,дијагностичко тестирање
86,en,mk-MK,disease itself,самото заболување
87,en,mk-MK,disease outbreak,епидемија на заболување
88,en,mk-MK,disinfectant,средство за дезинфекција
89,en,mk-MK,disposable,за една употреба
90,en,mk-MK,droplet transmission,пренос на капки
91,en,mk-MK,droplets,капки
92,en,mk-MK,dry cough,сува кашлица
93,en,mk-MK,dry surface contamination,контаминација на сува површина
94,en,mk-MK,ebola,ебола
95,en,mk-MK,effective treatment,ефективен третман
96,en,mk-MK,electron microscope,електронски микроскоп
97,en,mk-MK,emergency department,оддел за итни случаи
98,en,mk-MK,epidemic,епидемија
99,en,mk-MK,epidemic curve,крива на епидемија
100,en,mk-MK,epidemic peak,врв на епидемија
101,en,mk-MK,epidemiologist,епидемиолог
102,en,mk-MK,exposure,изложеност
103,en,mk-MK,extreme caution,крајна претпазливост
104,en,mk-MK,eye protection,заштита на очите
105,en,mk-MK,face mask,маска за лице
106,en,mk-MK,face masks,маски за лице
107,en,mk-MK,family cluster,семејна група
108,en,mk-MK,fatality rate,стапка на фаталност
109,en,mk-MK,fecal contamination,фекална контаминација
110,en,mk-MK,fever,грозница
111,en,mk-MK,flatten the infection curve,опаѓање на крива на инфекција
112,en,mk-MK,flu,грип
113,en,mk-MK,food safety,безбедност на храна
114,en,mk-MK,formaldehyde,формалдехид
115,en,mk-MK,gastroenteritis,гастроентерит
116,en,mk-MK,germicide,гермицид
117,en,mk-MK,global pandemic,глобална пандемија
118,en,mk-MK,global warming,глобално затоплување
119,en,mk-MK,good respiratory hygiene,добра респираторна хигиена
120,en,mk-MK,Guangdong,Гуангдонг
121,en,mk-MK,H1N1,H1N1
122,en,mk-MK,H1N1 virus,вирус H1N1
123,en,mk-MK,hand disinfectant,средство за дезинфекција на рацете
124,en,mk-MK,hand sanitizer,дезинфекциско средство за рацете
125,en,mk-MK,health care provider,давател на здравствена нега
126,en,mk-MK,health crisis,здравствена криза
127,en,mk-MK,health plan carrier,носител на здравствена нега
128,en,mk-MK,health services,здравствени услуги
129,en,mk-MK,heart failure,срцева слабост
130,en,mk-MK,high fever,висока грозница
131,en,mk-MK,HIV,ХИВ
132,en,mk-MK,hospitalize,хоспитализирај
133,en,mk-MK,household bleach,белило за домаќинство
134,en,mk-MK,Hubei,Hubei
135,en,mk-MK,hydrogen peroxide,хидроген пероксид
136,en,mk-MK,hygiene,хигиена
137,en,mk-MK,immune system,имунолошки систем
138,en,mk-MK,immunity,имунитет
139,en,mk-MK,immunocompromised,имунолошко нарушување
140,en,mk-MK,immunologist,имунолог
141,en,mk-MK,incubation,инкубација
142,en,mk-MK,incubation period,период на инкубација
143,en,mk-MK,indirect contact,индиректен контакт
144,en,mk-MK,infect,зарази
145,en,mk-MK,infection,зараза
146,en,mk-MK,infectious,заразно
147,en,mk-MK,infectivity,заразност
148,en,mk-MK,influenza,инфлуенца
149,en,mk-MK,initial transmission event,настан на првично пренесување
150,en,mk-MK,intensive care equipment,опрема за интензивна нега
151,en,mk-MK,intermediate host,непосреден домаќин
152,en,mk-MK,intrauterine,внатре матерично
153,en,mk-MK,intubation,интубација
154,en,mk-MK,isolation,изолација
155,en,mk-MK,Isopropanol,изопропанол
156,en,mk-MK,laboratory test kit,лабораториски тест комплет
157,en,mk-MK,laboratory testing,лабораториско тестирање
158,en,mk-MK,lack of testing,недостиг од тестирање
159,en,mk-MK,lack of tests,недостиг од тестови
160,en,mk-MK,latest updates,најнови настани
161,en,mk-MK,liver failure,срцева на црниот дроб
162,en,mk-MK,local public health authority,локални јавни здравствени власти
163,en,mk-MK,lockdown,тотално затворање
164,en,mk-MK,lungs,бели дробови
165,en,mk-MK,masks,маски
166,en,mk-MK,measles,сипаници
