id,sourceLang,targetLang,sourceString,targetString
1,en,ml-IN,1918 flu,1918 ഫ്ലൂ
2,en,ml-IN,acute bronchitis,അക്യൂട്ട് ബ്രോങ്കൈറ്റിസ്
3,en,ml-IN,acute respiratory disease,ഗുരുതര ശ്വസന സംബന്ധമായ രോഗം
4,en,ml-IN,AIDS,എയ്‌ഡ്‌സ്
5,en,ml-IN,airborne droplets,വായുവിലുള്ള കണികകൾ
6,en,ml-IN,airway,വായുമാർഗ്ഗം
7,en,ml-IN,alcohol-based,ആൽക്കഹോൾ അധിഷ്‌ഠിതം
8,en,ml-IN,alcohol-based hand rub,ആൽക്കഹോൾ അടങ്ങിയ ഹാൻഡ് റബ്ബ്
9,en,ml-IN,alcohol-based hand sanitizer,ആൽക്കഹോൾ അടങ്ങിയ ഹാൻഡ് സാനിറ്റൈസർ
10,en,ml-IN,alveolar disease,ആൽവിയോളർ രോഗം
11,en,ml-IN,an epidemic,സാംക്രമികരോഗം
12,en,ml-IN,annual flu,വാർഷിക ഫ്ലൂ
13,en,ml-IN,anti-inflammatory drug,ആന്റി-ഇൻഫ്ലമേറ്ററി ഡ്രഗ്
14,en,ml-IN,antiviral drug,ആന്റിവൈറൽ മരുന്ന്
15,en,ml-IN,antiviral treatment,ആന്റിവൈറൽ ചികിത്സ
16,en,ml-IN,assay,പരിശോധന
17,en,ml-IN,asymptomatic,പ്രകടമായ ലക്ഷണമില്ലാത്തത്
18,en,ml-IN,avian flu,പക്ഷിപ്പനി
19,en,ml-IN,Black Plague,ബ്ലാക്ക് പ്ലേഗ്
20,en,ml-IN,blood pressure,രക്ത സമ്മർദ്ദം
21,en,ml-IN,body fluid,ശരീര സ്രവം
22,en,ml-IN,breathing,ശ്വസനം
23,en,ml-IN,bubonic plague,ബബോണിക് പ്ലേഗ്
24,en,ml-IN,c19,c19
25,en,ml-IN,cv19,cv19
26,en,ml-IN,case fatality rate,മരണ നിരക്ക് അനുപാതം
27,en,ml-IN,causative agent,രോഗത്തിന് കാരണമാകുന്ന ഏജന്റ്
28,en,ml-IN,CDC,CDC
29,en,ml-IN,chemical disinfection,രാസ അണുനാശിനികൾ
30,en,ml-IN,chest x-ray,നെഞ്ചിന്റെ എക്‌സ്‌-റേ
31,en,ml-IN,clinical diagnosis,ക്ലിനിക്കൽ രോഗനിർണ്ണയം
32,en,ml-IN,clinical trial,ക്ലിനിക്കൽ ട്രയൽ
33,en,ml-IN,close contact,അടുത്ത സമ്പർക്കം
34,en,ml-IN,cvirus,cvirus
35,en,ml-IN,chronic respiratory disease,ഗുരുതര ശ്വസന സംബന്ധമായ രോഗം
36,en,ml-IN,common cold,സാധാരണ ജലദോഷം
37,en,ml-IN,common flu,സാധാരണ ഫ്ലൂ
38,en,ml-IN,communicable disease,പകർച്ചവ്യാധി
39,en,ml-IN,community spread,സാമൂഹിക വ്യാപനം
40,en,ml-IN,community transmission,സമൂഹ വ്യാപനം
41,en,ml-IN,compromised immune system,കുറഞ്ഞ പ്രതിരോധ ശേഷി
42,en,ml-IN,contagion,പകർച്ചവ്യാധി
43,en,ml-IN,contagious,സാംക്രമിക രോഗം
44,en,ml-IN,contagiousness,സാംക്രമികം
45,en,ml-IN,corona,കൊറോണ
46,en,ml-IN,corona virus,കൊറോണ വൈറസ്
47,en,ml-IN,corona virus epidemic,കൊറോണ വൈറസ് മഹാമാരി
48,en,ml-IN,corona virus outbreak,കൊറോണ വൈറസ് വ്യാപനം
49,en,ml-IN,corona virus scare,കൊറോണ വൈറസ് ഭയം
50,en,ml-IN,coronavirus,കൊറോണ വൈറസ്
51,en,ml-IN,coronavirus cases,കൊറോണ വൈറസ് കേസുകൾ
52,en,ml-IN,coronavirus outbreak,കൊറോണ വൈറസ് വ്യാപനം
53,en,ml-IN,coronavirus pandemic,കൊറോണ വൈറസ് പകർച്ചവ്യാധി
54,en,ml-IN,coronavirus scare,കൊറോണ വൈറസ് ഭയം
55,en,ml-IN,cough,ചുമ
56,en,ml-IN,cough etiquette,ചുമയ്‌ക്കുമ്പോൾ ചെയ്യേണ്ട കാര്യങ്ങൾ
57,en,ml-IN,coughing,ചുമയ്‌ക്കൽ
58,en,ml-IN,cov 19,cov 19
59,en,ml-IN,cov19,cov19
60,en,ml-IN,COVID,കോവിഡ്
61,en,ml-IN,COVID-19 crisis,കോവിഡ്-19 പ്രതിസന്ധി
62,en,ml-IN,covid-19,കോവിഡ്-19
63,en,ml-IN,covid19,കോവിഡ്19
64,en,ml-IN,COVID-19 epidemic,കോവിഡ്-19 സാംക്രമികരോഗം
65,en,ml-IN,COVID-19 outbreak,കോവിഡ്-19 വ്യാപനം
66,en,ml-IN,COVID-19 pandemic,കോവിഡ്-19 പകർച്ചവ്യാധി
67,en,ml-IN,COVID 19,കോവിഡ് 19
68,en,ml-IN,current crisis,നിലവിലെ പ്രതിസന്ധി
69,en,ml-IN,current health crisis,നിലവിലെ ആരോഗ്യ പ്രതിസന്ധി
70,en,ml-IN,current outbreak,നിലവിലെ വ്യാപനം
71,en,ml-IN,current pandemic,നിലവിലെ പകർച്ചവ്യാധി
72,en,ml-IN,CV,CV
73,en,ml-IN,CV-19,CV-19
74,en,ml-IN,deadly,മാരകം
75,en,ml-IN,deadly virus,മാരകമായ വൈറസ്
76,en,ml-IN,death rate,മരണ നിരക്ക്
77,en,ml-IN,death toll,മരണ സംഖ്യ
78,en,ml-IN,decontaminate,ശുദ്ധീകരിക്കുക
79,en,ml-IN,detectable,കണ്ടെത്താനാകുന്നത്
80,en,ml-IN,detergent,ഡിറ്റർജന്റ്
81,en,ml-IN,difficulty breathing,ശ്വസിക്കുന്നതിൽ ബുദ്ധിമുട്ട്
82,en,ml-IN,diabetes,പ്രമേഹം
83,en,ml-IN,diagnosable disease,നിർണ്ണയിക്കാനാകുന്ന രോഗം
84,en,ml-IN,diagnostic protocol,ഡയഗ്നോസ്‌റ്റിക് പ്രോട്ടോക്കോൾ
85,en,ml-IN,diagnostic testing,ഡയഗ്നോസ്‌റ്റിക് പരിശോധന
86,en,ml-IN,disease itself,രോഗം
87,en,ml-IN,disease outbreak,രോഗ വ്യാപനം
88,en,ml-IN,disinfectant,അണുനാശിനി
89,en,ml-IN,disposable,ഡിസ്‌പോസിബിൾ
90,en,ml-IN,droplet transmission,ഡ്രോപ്പ്‌ലെറ്റ് വ്യാപനം
91,en,ml-IN,droplets,ഡ്രോപ്പ്‌ലെറ്റുകൾ
92,en,ml-IN,dry cough,വരണ്ട ചുമ
93,en,ml-IN,dry surface contamination,വരണ്ട പ്രതലത്തിലുള്ള രോഗ സംക്രമണം
94,en,ml-IN,ebola,എബോള
95,en,ml-IN,effective treatment,ഫലപ്രദമായ ചികിത്സ
96,en,ml-IN,electron microscope,ഇലക്‌‌ട്രോൺ മൈക്രോസ്‌കോപ്പ്
97,en,ml-IN,emergency department,അത്യാഹിത വിഭാഗം
98,en,ml-IN,epidemic,പകർച്ചവ്യാധി
99,en,ml-IN,epidemic curve,സാംക്രമികരോഗത്തിന്റെ ആവൃത്തി
100,en,ml-IN,epidemic peak,സാംക്രമികരോഗത്തിന്റെ മൂർധന്യാവസ്ഥ
101,en,ml-IN,epidemiologist,എപ്പിഡെമിയോളജിസ്‌റ്റ്
102,en,ml-IN,exposure,സംക്രമണം
103,en,ml-IN,extreme caution,അതീവ ജാഗ്രത
104,en,ml-IN,eye protection,നേത്ര സംരക്ഷണം
105,en,ml-IN,face mask,മുഖാവരണം
106,en,ml-IN,face masks,മുഖാവരണങ്ങൾ
107,en,ml-IN,family cluster,ഫാമിലി ക്ലസ്‌റ്റർ
108,en,ml-IN,fatality rate,മരണ നിരക്ക്
109,en,ml-IN,fecal contamination,വിസർജ്ജ്യത്തിലൂടെയുള്ള സംക്രമണം
110,en,ml-IN,fever,പനി
111,en,ml-IN,flatten the infection curve,രോഗബാധയുടെ വ്യാപനം തടയുക
112,en,ml-IN,flu,ഫ്ലൂ
113,en,ml-IN,food safety,ഭക്ഷ്യ സുരക്ഷ
114,en,ml-IN,formaldehyde,ഫോർമാൾഡിഹൈഡ്
115,en,ml-IN,gastroenteritis,ഗാസ്‌ട്രോഎന്ററിറ്റിസ്
116,en,ml-IN,germicide,അണുനാശിനി
117,en,ml-IN,global pandemic,ആഗോള പകർച്ചവ്യാധി
