id,sourceLang,targetLang,sourceString,targetString
1,en,sl-SI,1918 flu,1918 gripa
2,en,sl-SI,acute bronchitis,akutni bronhitis
3,en,sl-SI,acute respiratory disease,akutna respiratorna bolezen
4,en,sl-SI,AIDS,AIDS
5,en,sl-SI,airborne droplets,kapljice v zraku
6,en,sl-SI,airway,zračna pot
7,en,sl-SI,alcohol-based,na osnovi alkohola
8,en,sl-SI,alcohol-based hand rub,razkužilo za roke na osnovi alkohola
9,en,sl-SI,alcohol-based hand sanitizer,razkužilo za roke na osnovi alkohola
10,en,sl-SI,alveolar disease,alveolarna bolezen
11,en,sl-SI,an epidemic,epidemija
12,en,sl-SI,annual flu,letna gripa
13,en,sl-SI,anti-inflammatory drug,protivnetno zdravilo
14,en,sl-SI,antiviral drug,protivirusno zdravilo
15,en,sl-SI,antiviral treatment,protivirusno zdravljenje
16,en,sl-SI,assay,poskus
17,en,sl-SI,asymptomatic,asimptomatsko
18,en,sl-SI,avian flu,ptičja gripa
19,en,sl-SI,Black Plague,Črna kuga
20,en,sl-SI,blood pressure,krvni tlak
21,en,sl-SI,body fluid,telesna tekočina
22,en,sl-SI,breathing,dihanje
23,en,sl-SI,bubonic plague,črna kuga
24,en,sl-SI,c19,c19
25,en,sl-SI,cv19,cv19
26,en,sl-SI,case fatality rate,stopnja smrtnosti primera
27,en,sl-SI,causative agent,povzročitelj
28,en,sl-SI,CDC,Centri za nadzor bolezni
29,en,sl-SI,chemical disinfection,kemijsko razkuževanje
30,en,sl-SI,chest x-ray,rentgen prsnega koša
31,en,sl-SI,clinical diagnosis,klinična diagnoza
32,en,sl-SI,clinical trial,klinično preizkušanje
33,en,sl-SI,close contact,bližnji stik
34,en,sl-SI,cvirus,cvirus
35,en,sl-SI,chronic respiratory disease,kronična respiratorna bolezen
36,en,sl-SI,common cold,navadni prehlad
37,en,sl-SI,common flu,navadna gripa
38,en,sl-SI,communicable disease,nalezljiva bolezen
39,en,sl-SI,community spread,širjenje v skupnosti
40,en,sl-SI,community transmission,prenos v skupnosti
41,en,sl-SI,compromised immune system,prizadeti imunski sistem
42,en,sl-SI,contagion,okužba
43,en,sl-SI,contagious,nalezljiv
44,en,sl-SI,contagiousness,nalezljivost
45,en,sl-SI,corona,korona
