id,sourceLang,targetLang,sourceString,targetString
1,en,cx-PH,1918 flu,trangkaso niadtong 1918
2,en,cx-PH,acute bronchitis,grabe nga bronchitis
3,en,cx-PH,acute respiratory disease,grabe nga sakit sa respiratory
4,en,cx-PH,AIDS,AIDS
5,en,cx-PH,airborne droplets,tulo nga dala sa hangin
6,en,cx-PH,airway,agianan sa hangin
7,en,cx-PH,alcohol-based,nakabase sa alkohol
8,en,cx-PH,alcohol-based hand rub,panlimpyo sa kamot nga nakabase sa alkohol
9,en,cx-PH,alcohol-based hand sanitizer,panlimpyo sa kamot nga nakabase sa alkohol
10,en,cx-PH,alveolar disease,sakit sa alveolar
11,en,cx-PH,an epidemic,usa ka epidemya
12,en,cx-PH,annual flu,tinuig nga trangkaso
13,en,cx-PH,anti-inflammatory drug,kontra-panghubag nga tambal
14,en,cx-PH,antiviral drug,kontra-viral nga tambal
15,en,cx-PH,antiviral treatment,kontra-viral nga pagtambal
16,en,cx-PH,assay,pagtuki
17,en,cx-PH,asymptomatic,wala’y simtomas
18,en,cx-PH,avian flu,trangkaso sa langgam
19,en,cx-PH,Black Plague,Itom nga katalagman
20,en,cx-PH,blood pressure,presyon sa dugo
21,en,cx-PH,body fluid,pluwido sa lawas
22,en,cx-PH,breathing,pagginhawa
23,en,cx-PH,bubonic plague,Itom nga paghampak
24,en,cx-PH,c19,c19
25,en,cx-PH,cv19,cv19
26,en,cx-PH,case fatality rate,pagbanabana sa kaso sa pagkamatay
27,en,cx-PH,causative agent,hinungdan
28,en,cx-PH,CDC,Mga Sentro alang sa Pagpugong sa Sakit
29,en,cx-PH,chemical disinfection,disimpeksyon sa kemikal
30,en,cx-PH,chest x-ray,x-ray sa dughan
31,en,cx-PH,clinical diagnosis,pagdayagnos sa klinika
32,en,cx-PH,clinical trial,klinikal nga pagsulay
33,en,cx-PH,close contact,duol nga kontak
34,en,cx-PH,cvirus,cvirus
35,en,cx-PH,chronic respiratory disease,kanunay nga pagkasakit sa respiratory
36,en,cx-PH,common cold,kasagaran nga sip-on
37,en,cx-PH,common flu,kasagaran nga trangkaso
38,en,cx-PH,communicable disease,makatakod nga sakit
39,en,cx-PH,community spread,pagkaylap sa komunidad
40,en,cx-PH,community transmission,pagtakod sa komunidad
41,en,cx-PH,compromised immune system,nakompromiso sa naandang systema sa lawas
42,en,cx-PH,contagion,panagsumpaki
43,en,cx-PH,contagious,makatakod
44,en,cx-PH,contagiousness,ang pagka-makatakod
45,en,cx-PH,corona,corona
46,en,cx-PH,corona virus,corona virus
47,en,cx-PH,corona virus epidemic,epidemya sa corona virus
48,en,cx-PH,corona virus outbreak,pag-ulbo sa corona virus
49,en,cx-PH,corona virus scare,kahadlok sa corona virus
50,en,cx-PH,coronavirus,coronavirus
51,en,cx-PH,coronavirus cases,mga kaso sa coronavirus
52,en,cx-PH,coronavirus outbreak,pag-ulbo sa coronavirus
53,en,cx-PH,coronavirus pandemic,pandemya sa coronavirus
54,en,cx-PH,coronavirus scare,kahadlok sa coronavirus
55,en,cx-PH,cough,ubo
56,en,cx-PH,cough etiquette,pamatasan sa pag-ubo
57,en,cx-PH,coughing,pag-ubo
58,en,cx-PH,cov 19,cov 19
59,en,cx-PH,cov19,cov19
