id,sourceLang,targetLang,sourceString,targetString
1,en,fa-IR,1918 flu,آنفلوانزای 1918
2,en,fa-IR,acute bronchitis,برونشیت حاد
3,en,fa-IR,acute respiratory disease,بیماری حاد تنفسی
4,en,fa-IR,AIDS,AIDS
5,en,fa-IR,airborne droplets,قطرات ریز انتقال یافته توسط هوا
6,en,fa-IR,airway,مجرای تنفسی
7,en,fa-IR,alcohol-based,دارای پایه الکلی
8,en,fa-IR,alcohol-based hand rub,ضدعفونی کننده دست دارای پایه الکلی
9,en,fa-IR,alcohol-based hand sanitizer,ضدعفونی کننده دست دارای پایه الکلی
10,en,fa-IR,alveolar disease,بیماری آلوئولی
11,en,fa-IR,an epidemic,یک اپیدمی
12,en,fa-IR,annual flu,آنفلوانزای سالانه
13,en,fa-IR,anti-inflammatory drug,داروی ضد التهاب
14,en,fa-IR,antiviral drug,داروی ضد ویروس
15,en,fa-IR,antiviral treatment,درمان ضد ویروسی
16,en,fa-IR,assay,سنجش
17,en,fa-IR,asymptomatic,بدون علامت
18,en,fa-IR,avian flu,آنفلوانزای پرندگان
19,en,fa-IR,Black Plague,طاعون سیاه
20,en,fa-IR,blood pressure,فشار خون
21,en,fa-IR,body fluid,مایعات بدن
22,en,fa-IR,breathing,تنفس
23,en,fa-IR,bubonic plague,طاعون خیارکی
24,en,fa-IR,c19,c19
25,en,fa-IR,cv19,cv19
26,en,fa-IR,case fatality rate,نرخ مرگ ومیر
27,en,fa-IR,causative agent,عامل ایجاد کننده
28,en,fa-IR,CDC,CDC
29,en,fa-IR,chemical disinfection,ضدعفونی کردن شیمیایی
30,en,fa-IR,chest x-ray,عکس قفسه سینه
31,en,fa-IR,clinical diagnosis,تشخیص بالینی
32,en,fa-IR,clinical trial,کارآزمایی بالینی
33,en,fa-IR,close contact,تماس نزدیک
34,en,fa-IR,cvirus,cvirus
35,en,fa-IR,chronic respiratory disease,بیماری مزمن تنفسی
36,en,fa-IR,common cold,سرماخوردگی
37,en,fa-IR,common flu,آنفلوانزای معمولی
38,en,fa-IR,communicable disease,بیماری واگیر
39,en,fa-IR,community spread,گسترش اجتماعی
40,en,fa-IR,community transmission,انتقال اجتماعی
41,en,fa-IR,compromised immune system,سیستم ایمنی ضعیف
42,en,fa-IR,contagion,واگیری
43,en,fa-IR,contagious,واگیردار
44,en,fa-IR,contagiousness,واگیری
45,en,fa-IR,corona,کرونا
46,en,fa-IR,corona virus,کرونا ویروس
47,en,fa-IR,corona virus epidemic,اپیدمی کرونا ویروس
48,en,fa-IR,corona virus outbreak,شیوع کرونا ویروس
49,en,fa-IR,corona virus scare,ترس از کرونا ویروس
50,en,fa-IR,coronavirus,کرونا ویروس
51,en,fa-IR,coronavirus cases,موارد کرونا ویروس
52,en,fa-IR,coronavirus outbreak,شیوع کرونا ویروس
53,en,fa-IR,coronavirus pandemic,پاندمی کرونا ویروس
54,en,fa-IR,coronavirus scare,ترس از کرونا ویروس
55,en,fa-IR,cough,سرفه
56,en,fa-IR,cough etiquette,اتیکت سرفه
57,en,fa-IR,coughing,سرفه
58,en,fa-IR,cov 19,cov 19
59,en,fa-IR,cov19,cov19
60,en,fa-IR,COVID,COVID
61,en,fa-IR,COVID-19 crisis,بحران COVID-19
62,en,fa-IR,covid-19,covid-19
63,en,fa-IR,covid19,covid19
64,en,fa-IR,COVID-19 epidemic,اپیدمی COVID-19
65,en,fa-IR,COVID-19 outbreak,شیوع COVID-19
66,en,fa-IR,COVID-19 pandemic,پاندمی COVID-19
67,en,fa-IR,COVID 19,COVID-19
68,en,fa-IR,current crisis,بحران جاری
