id,sourceLang,targetLang,sourceString,targetString
1,en,bn-IN,1918 flu,1918 ফ্লু
2,en,bn-IN,acute bronchitis,তীব্র ব্রঙ্কাইটিস
3,en,bn-IN,acute respiratory disease,তীব্র শ্বাস-প্রশ্বাস সম্বন্ধীয় রোগ
4,en,bn-IN,AIDS,এইডস
5,en,bn-IN,airborne droplets,বায়ুবাহিত ফোঁটা
6,en,bn-IN,airway,আকাশপথে
7,en,bn-IN,alcohol-based,অ্যালকোহল-ভিত্তিক
8,en,bn-IN,alcohol-based hand rub,অ্যালকোহল-ভিত্তিক টেস্ট রাব
9,en,bn-IN,alcohol-based hand sanitizer,অ্যালকোহল-ভিত্তিক হ্যান্ড স্যানিটাইজার
10,en,bn-IN,alveolar disease,অ্যালভিওলার ডিজিজ
11,en,bn-IN,an epidemic,মহামারী
12,en,bn-IN,annual flu,বার্ষিক ফ্লু
13,en,bn-IN,anti-inflammatory drug,প্রদান দূর করার ওষুধ
14,en,bn-IN,antiviral drug,অ্যান্টিভাইরাল ড্রাগ
15,en,bn-IN,antiviral treatment,অ্যান্টিভাইরাল ট্রিটমেন্ট
16,en,bn-IN,assay,গবেষণা
17,en,bn-IN,asymptomatic,অ্যাসিম্পটোমাটিক
18,en,bn-IN,avian flu,এভিয়ান ফ্লু
19,en,bn-IN,Black Plague,ব্ল্যাক প্লেগ
20,en,bn-IN,blood pressure,ব্লাড প্রেসার
21,en,bn-IN,body fluid,বডি ফ্লুইড
22,en,bn-IN,breathing,ব্রিদিং
23,en,bn-IN,bubonic plague,বুবোনিক প্লেগ
24,en,bn-IN,c19,সি19
25,en,bn-IN,cv19,কোভিড19
26,en,bn-IN,case fatality rate,কেসে মৃত্যুর হার
27,en,bn-IN,causative agent,কসাটিভ এজেন্ট
28,en,bn-IN,CDC,সিডিসি
29,en,bn-IN,chemical disinfection,কেমিক্যাল ডিসইনফেকশন
30,en,bn-IN,chest x-ray,চেস্ট এক্স-রে
31,en,bn-IN,clinical diagnosis,ক্লিনিক্যাল রোগ নির্ণয়
32,en,bn-IN,clinical trial,ক্লিনিক্যাল ট্রায়াল
33,en,bn-IN,close contact,ঘনিষ্ঠ যোগাযোগ
34,en,bn-IN,cvirus,ভাইরাস
35,en,bn-IN,chronic respiratory disease,ক্রোনিক রেসপিরেটরি ডিজিজ
36,en,bn-IN,common cold,সাধারণ সর্দি কাশি
37,en,bn-IN,common flu,কমন ফ্লু
38,en,bn-IN,communicable disease,কমিউনিকেবল ডিজিজ
39,en,bn-IN,community spread,কমিউনিটিতে ছড়িয়ে পড়া
40,en,bn-IN,community transmission,কমিউনিটি ট্রান্সমিশন
41,en,bn-IN,compromised immune system,কম্প্রোমাইজড ইমিউন সিস্টেম
42,en,bn-IN,contagion,রোগসংক্রমণ
43,en,bn-IN,contagious,সংক্রামক
44,en,bn-IN,contagiousness,সংক্রমণ
45,en,bn-IN,corona,করোনা
46,en,bn-IN,corona virus,করোনা ভাইরাস
47,en,bn-IN,corona virus epidemic,করোনাভাইরাস মহামারী
48,en,bn-IN,corona virus outbreak,করোনাভাইরাসের প্রাদুর্ভাব
49,en,bn-IN,corona virus scare,করোনাভাইরাসের ভয়
50,en,bn-IN,coronavirus,করোনাভাইরাস
51,en,bn-IN,coronavirus cases,করোনাভাইরাসে আক্রান্ত
52,en,bn-IN,coronavirus outbreak,করোনাভাইরাস ছড়িয়ে পড়া
53,en,bn-IN,coronavirus pandemic,করোনাভাইরাস অতিমারী
54,en,bn-IN,coronavirus scare,করোনাভাইরাসের ত্রাস
55,en,bn-IN,cough,কাশি
56,en,bn-IN,cough etiquette,কীভাবে কাশবেন
57,en,bn-IN,coughing,কাশি হওয়া
58,en,bn-IN,cov 19,কোভিড 19
59,en,bn-IN,cov19,কোভিড19
60,en,bn-IN,COVID,কোভিড
61,en,bn-IN,COVID-19 crisis,কোভিড-19 ক্রাইসিস
62,en,bn-IN,covid-19,কোভিড-19
63,en,bn-IN,covid19,কোভিড19
64,en,bn-IN,COVID-19 epidemic,কোভিড-19 মহামারী
65,en,bn-IN,COVID-19 outbreak,কোভিড-19 ছড়িয়ে পড়া
66,en,bn-IN,COVID-19 pandemic,কোভিড-19 অতিমারী
67,en,bn-IN,COVID 19,কোভিড 19
68,en,bn-IN,current crisis,বর্তমান সংকট
69,en,bn-IN,current health crisis,বর্তমান স্বাস্থ্য সংকট
70,en,bn-IN,current outbreak,বর্তমান প্রকোপ
71,en,bn-IN,current pandemic,বর্তমান মহামারী
72,en,bn-IN,CV,কোভিড
73,en,bn-IN,CV-19,কোভিড-19
74,en,bn-IN,deadly,মারাত্মক
75,en,bn-IN,deadly virus,মারাত্মক ভাইরাস
76,en,bn-IN,death rate,মৃত্যুর হার
77,en,bn-IN,death toll,ডেথ টোল
78,en,bn-IN,decontaminate,সংক্রমণমুক্ত করা
79,en,bn-IN,detectable,নির্ধারণযোগ্য
80,en,bn-IN,detergent,ডিটারজেন্ট
81,en,bn-IN,difficulty breathing,শ্বাস নিতে সমস্যা
82,en,bn-IN,diabetes,ডায়াবেটিস
83,en,bn-IN,diagnosable disease,রোগ নির্ণয়যোগ্য
84,en,bn-IN,diagnostic protocol,ডায়াগোনস্টিক প্রোটোকল
85,en,bn-IN,diagnostic testing,ডায়াগোনস্টিক টেস্টিং
86,en,bn-IN,disease itself,এটাই রোগ
87,en,bn-IN,disease outbreak,রোগ ছড়ানো
88,en,bn-IN,disinfectant,ডিসইনফেকট্যান্ট
89,en,bn-IN,disposable,ডিসপোজেবল
90,en,bn-IN,droplet transmission,ড্রপলেট ট্রান্সমিশন
91,en,bn-IN,droplets,ড্রপলেট
92,en,bn-IN,dry cough,শুকনো কাশি
93,en,bn-IN,dry surface contamination,ড্রাই সারফেসে দূষণ
94,en,bn-IN,ebola,ইবোলা
95,en,bn-IN,effective treatment,কার্যকর চিকিৎসা
96,en,bn-IN,electron microscope,ইলেকট্রন মাইক্রোস্কোপ
97,en,bn-IN,emergency department,এমার্জেন্সি ডিপার্টমেন্ট
98,en,bn-IN,epidemic,মহামারী
99,en,bn-IN,epidemic curve,এপিডেমিক কার্ভ
100,en,bn-IN,epidemic peak,মহামারীর সর্বাধিক সীমা
101,en,bn-IN,epidemiologist,এপডিমিওলজিস্ট
102,en,bn-IN,exposure,এক্সপ্লোজার
103,en,bn-IN,extreme caution,চরম সাবধানতা
104,en,bn-IN,eye protection,চোখের সুরক্ষা
105,en,bn-IN,face mask,ফেস মাস্ক
106,en,bn-IN,face masks,ফেস মাস্কগুলো
107,en,bn-IN,family cluster,ফ্যামিলি ক্লাস্টার
108,en,bn-IN,fatality rate,ফেটালিটি রেট
109,en,bn-IN,fecal contamination,ফেকাল কন্টামিনেশন
110,en,bn-IN,fever,জ্বর
111,en,bn-IN,flatten the infection curve,সংক্রমণের বক্ররেখা সমতল করা
112,en,bn-IN,flu,ফ্লু
113,en,bn-IN,food safety,খাদ্যে নিরাপত্তা
114,en,bn-IN,formaldehyde,ফর্মালডিহাইড
115,en,bn-IN,gastroenteritis,গ্যাস্ট্রোএন্টারাটাইটিস
116,en,bn-IN,germicide,জীবাণুনাশক
117,en,bn-IN,global pandemic,বিশ্বব্যাপী মহামারী
118,en,bn-IN,global warming,বৈশ্বিক উষ্ণতা
119,en,bn-IN,good respiratory hygiene,ভালো রেসপিরেটরি হাইজিন
120,en,bn-IN,Guangdong,গুয়াংডং
121,en,bn-IN,H1N1,এইচওয়ানএনওয়ান
122,en,bn-IN,H1N1 virus,এইচওয়ানএনওয়ান ভাইরাস
123,en,bn-IN,hand disinfectant,হ্যান্ড ডিসইনফেকট্যান্ট
124,en,bn-IN,hand sanitizer,হ্যান্ড স্যানিটাইজার
125,en,bn-IN,health care provider,হেলথ কেয়ার প্রভাইডার
126,en,bn-IN,health crisis,স্বাস্থ্য সংকট
127,en,bn-IN,health plan carrier,হেলথ প্ল্যান কেরিয়ার
128,en,bn-IN,health services,হেলথ সার্ভিস
129,en,bn-IN,heart failure,হৃদস্পন্দন বন্ধ হওয়া
130,en,bn-IN,high fever,খুব জ্বর
131,en,bn-IN,HIV,এইচআইভি
132,en,bn-IN,hospitalize,হাসপাতালে
133,en,bn-IN,household bleach,ঘরের ব্লিচ
134,en,bn-IN,Hubei,হুবেই
135,en,bn-IN,hydrogen peroxide,হাইড্রোজেন পারঅক্সাইড
136,en,bn-IN,hygiene,হাইজিন
137,en,bn-IN,immune system,ইমিউন সিস্টেম
138,en,bn-IN,immunity,ইমিউনিটি
139,en,bn-IN,immunocompromised,ইমিউনোকম্প্রোমাইজড
140,en,bn-IN,immunologist,ইমিউনোলজিস্ট
141,en,bn-IN,incubation,ইনকিউবেশন
142,en,bn-IN,incubation period,ইনকিউবেশনের মেয়াদ
143,en,bn-IN,indirect contact,ইনডাইরেক্ট কন্ট্যাক্ট
144,en,bn-IN,infect,সংক্রামিত করা
145,en,bn-IN,infection,সংক্রমণ
146,en,bn-IN,infectious,সংক্রামক
147,en,bn-IN,infectivity,ইনফেকটিভিটি
148,en,bn-IN,influenza,ইনফ্লুয়েঞ্জা
149,en,bn-IN,initial transmission event,প্রাথমিক সংক্রমণের ঘটনা
150,en,bn-IN,intensive care equipment,ইনটেনসিভ কেয়ারের উপকরণ
151,en,bn-IN,intermediate host,ইমিডিয়েট হোস্ট
152,en,bn-IN,intrauterine,জরায়ুর ভিতরে
153,en,bn-IN,intubation,ইনটিউবেশন
154,en,bn-IN,isolation,আইসোলেশন
155,en,bn-IN,Isopropanol,আইসোপ্রোপ্যানল
156,en,bn-IN,laboratory test kit,ল্যাবরেটরি টেস্ট কিট
157,en,bn-IN,laboratory testing,ল্যাবরেটরি টেস্টিং
158,en,bn-IN,lack of testing,পরীক্ষার অভাব
159,en,bn-IN,lack of tests,টেস্ট কেন্দ্রের অভাব
160,en,bn-IN,latest updates,সর্বশেষ আপডেট
161,en,bn-IN,liver failure,লিভার ফেলিওর
162,en,bn-IN,local public health authority,স্থানীয় জনস্বাস্থ্য কর্তৃপক্ষ
163,en,bn-IN,lockdown,লকডাউন
164,en,bn-IN,lungs,ফুসফুস
165,en,bn-IN,masks,মাস্ক
166,en,bn-IN,measles,হাম
167,en,bn-IN,mechanical ventilation,মেকানিক্যাল ভেন্টিলেশন
168,en,bn-IN,media coverage,মিডিয়া কভারেজ
169,en,bn-IN,medical care,মেডিক্যাল কেয়ার
170,en,bn-IN,MERS,মার্স
171,en,bn-IN,MERS CoV,মার্স কোভ
172,en,bn-IN,microbiologist,মাইক্রোবায়োলজিস্ট
173,en,bn-IN,mild cough,অল্প কাফ
174,en,bn-IN,mortality rate,মৃত্যুর হার
175,en,bn-IN,multi-organ failure,একাধিক-অঙ্গ বিকল হওয়া
176,en,bn-IN,nasal congestion,ন্যাসাল কনজেসন
177,en,bn-IN,neutral detergent,নিউট্রাল ডিটারজেন্ট
178,en,bn-IN,new normal,নিউ নর্মাল
179,en,bn-IN,novel corona virus,নোভাল করোনাভাইরাস
180,en,bn-IN,novel coronavirus,নোভা করোনাভাইরাস
181,en,bn-IN,novel coronavirus outbreak,নোভাল করোনাভাইরাস ছড়িয়ে পড়া
182,en,bn-IN,novel virus,নোভাল ভাইরাস
183,en,bn-IN,online medical consultation,অনলাইন মেডিক্যাল কনসালটেশন
184,en,bn-IN,onset,রোগের সূত্রপাত
185,en,bn-IN,outbreak,ছড়িয়ে পড়া
186,en,bn-IN,outbreak readiness,প্রাদুর্ভাবের প্রস্তুতি
187,en,bn-IN,overall case fatality,সামগ্রিক মৃত্যুর হার
188,en,bn-IN,pandemic,অতিমারী
189,en,bn-IN,pangolin,প্যাঙ্গোলিন
190,en,bn-IN,pathogen,প্যাথোজেন
191,en,bn-IN,pathology,প্যাথোলজি
192,en,bn-IN,patient care equipment,রোগীদের দেখাশোনার উপকরণ
193,en,bn-IN,personal protective equipment,ব্যক্তিগত সুরক্ষার উপকরণ
194,en,bn-IN,person-to-person transmission,পার্সন-টু-পার্সন ট্রান্সমিশন
195,en,bn-IN,phlegm,কফ
196,en,bn-IN,physical contact,ফিজিক্যাল কন্ট্যাক্ট
197,en,bn-IN,plague,প্লেগ
198,en,bn-IN,pneumonia,নিউমোনিয়া
199,en,bn-IN,pneumonias,নিউমোনিয়াস
200,en,bn-IN,positive test,পজিটিভ টেস্ট
201,en,bn-IN,precaution,সতর্কতা
202,en,bn-IN,precautionary,সতর্কতা
203,en,bn-IN,pre-existing condition,আগে থেকে যে লক্ষ্ণণ বিদ্যমান ছিল
204,en,bn-IN,preparedness,প্রস্তুতিমূলক
205,en,bn-IN,prognosis,রোগের লক্ষ্ণণ
206,en,bn-IN,protect myself,আমার সুরক্ষা
207,en,bn-IN,protect others,অন্যের সুরক্ষা
208,en,bn-IN,protect yourself,নিজের সুরক্ষা
209,en,bn-IN,protective measures,সুরক্ষার পদ্ধতি
210,en,bn-IN,public health crisis,জন স্বাস্থ্যের সংকট
211,en,bn-IN,pulmonary tissue damage,ফুসফুস টিস্যুর ক্ষতি
