id,sourceLang,targetLang,sourceString,targetString
1,en,tr-TR,1918 flu,1918 gribi
2,en,tr-TR,acute bronchitis,akut bronşit
3,en,tr-TR,acute respiratory disease,akut solunum hastalığı
4,en,tr-TR,AIDS,AIDS
5,en,tr-TR,airborne droplets,havadan gelen damlacıklar
6,en,tr-TR,airway,hava yolu
7,en,tr-TR,alcohol-based,alkol bazlı
8,en,tr-TR,alcohol-based hand rub,alkol bazlı el temizleyici
9,en,tr-TR,alcohol-based hand sanitizer,alkol bazlı el dezenfektanı
10,en,tr-TR,alveolar disease,alveoler hastalık
11,en,tr-TR,an epidemic,bir epidemik
12,en,tr-TR,annual flu,yıllık grip
13,en,tr-TR,anti-inflammatory drug,antienflamatuvar ilaç
14,en,tr-TR,antiviral drug,antiviral ilaç
15,en,tr-TR,antiviral treatment,antiviral tedavi
16,en,tr-TR,assay,tahlil
17,en,tr-TR,asymptomatic,asemptomatik
18,en,tr-TR,avian flu,kuş gribi
19,en,tr-TR,Black Plague,Kara Veba
20,en,tr-TR,blood pressure,tansiyon
21,en,tr-TR,body fluid,vücut sıvısı
22,en,tr-TR,breathing,nefes alma
23,en,tr-TR,bubonic plague,bubonik veba
24,en,tr-TR,c19,c19
25,en,tr-TR,cv19,cv19
26,en,tr-TR,case fatality rate,vaka ölüm oranı
27,en,tr-TR,causative agent,nedensel ajan
28,en,tr-TR,CDC,CDC
29,en,tr-TR,chemical disinfection,kimyasal dezenfekte
30,en,tr-TR,chest x-ray,göğüs filmi
31,en,tr-TR,clinical diagnosis,klinik teşhis
32,en,tr-TR,clinical trial,klinik deney
33,en,tr-TR,close contact,yakın temas
34,en,tr-TR,cvirus,cvirus
35,en,tr-TR,chronic respiratory disease,kronik solunum hastalığı
36,en,tr-TR,common cold,yaygın soğuk algınlığı
37,en,tr-TR,common flu,yaygın grip
38,en,tr-TR,communicable disease,bulaşıcı hastalık
39,en,tr-TR,community spread,etkileşim dışı yayılım
40,en,tr-TR,community transmission,toplumsal bulaşma
41,en,tr-TR,compromised immune system,riskli bağışıklık sistemi
42,en,tr-TR,contagion,bulaşma
43,en,tr-TR,contagious,bulaşıcı
44,en,tr-TR,contagiousness,bulaşıcılık
45,en,tr-TR,corona,korona
46,en,tr-TR,corona virus,korona virüs
47,en,tr-TR,corona virus epidemic,korona virüs epidemiği
48,en,tr-TR,corona virus outbreak,korona virüs salgını
49,en,tr-TR,corona virus scare,korona virüs duyurusu
50,en,tr-TR,coronavirus,koronavirüs
51,en,tr-TR,coronavirus cases,koronavirüs vakaları
