id,sourceLang,targetLang,sourceString,targetString
1,en,am-ET,1918 flu,1918 ኢንፍሎዌንዛ
2,en,am-ET,acute bronchitis,አጣዳፊ ብሮንካይተስ
3,en,am-ET,acute respiratory disease,አጣዳፊ የመተንፈሻ በሽታ
4,en,am-ET,AIDS,ኤድስ
5,en,am-ET,airborne droplets,በአየር ነጠብጣቦች
6,en,am-ET,airway,የአየር መተላለፊያ
7,en,am-ET,alcohol-based,በአልኮል-የተመሰረተ
8,en,am-ET,alcohol-based hand rub,በአልኮል-የተመሰረተ እጅ ማሸት
9,en,am-ET,alcohol-based hand sanitizer,በአልኮል-የተመሰረተ እጅ ማፅጃ ፈሳሽ
10,en,am-ET,alveolar disease,አልቬኦላር በሽታ
11,en,am-ET,an epidemic,ወረርሽኝ
12,en,am-ET,annual flu,አመታዊ ኢንፍሎዌንዛ
13,en,am-ET,anti-inflammatory drug,ፀረ-ኢንፍላማቶሪ መድሃኒት
14,en,am-ET,antiviral drug,የፀረ-ቫይረስ መድሃኒት
15,en,am-ET,antiviral treatment,የፀረ-ቫይረስ ህክምና
16,en,am-ET,assay,መፈተን
17,en,am-ET,asymptomatic,ምልክት የማሳይ
18,en,am-ET,avian flu,አቪያን ኢንፍሎዌንዛ
19,en,am-ET,Black Plague,ጥቁር ወረርሽኝ
20,en,am-ET,blood pressure,የደም ግፊት
21,en,am-ET,body fluid,የሰውነት ፈሳሽ
22,en,am-ET,breathing,አተነፋፈስ
23,en,am-ET,bubonic plague,ቡቦኒክ ወረርሽኝ
24,en,am-ET,c19,ሲ19
25,en,am-ET,cv19,ሲቪ19
26,en,am-ET,case fatality rate,የተመዘገበ የሞት መጠን
27,en,am-ET,causative agent,መንስኤ የሚሆነው አካል
28,en,am-ET,CDC,ሲዲሲ
29,en,am-ET,chemical disinfection,ኬሚካል ኢንፌክሽን ማጥፊያ
30,en,am-ET,chest x-ray,የደረት ኤክስ-ሬይ
31,en,am-ET,clinical diagnosis,የክሊኒካል ምርመራ
32,en,am-ET,clinical trial,የክሊኒካል ሙከራ
33,en,am-ET,close contact,የቅርብ ንክኪ
34,en,am-ET,cvirus,ኮቫይረስ
35,en,am-ET,chronic respiratory disease,ስር የሰደደ የመተንፈሻ አካላት በሽታ
36,en,am-ET,common cold,የተለመደ ጉንፋን
37,en,am-ET,common flu,የተለመደ ኢንፍሎዌንዛ
38,en,am-ET,communicable disease,ተዛማጅ በሽታዎች
39,en,am-ET,community spread,የማህበረሰብ ስርጭት
40,en,am-ET,community transmission,የማህበረሰብ መተላለፍ
41,en,am-ET,compromised immune system,የተጋለጠ በሽታን የመቋቋም ስርዓት
42,en,am-ET,contagion,ተላላፊ በሽታ
43,en,am-ET,contagious,ተላላፊ
44,en,am-ET,contagiousness,ተላላፊ የሆነ በሽታ
45,en,am-ET,corona,ኮሮና
46,en,am-ET,corona virus,ኮሮና ቫይረስ
47,en,am-ET,corona virus epidemic,የኮሮና ቫይረስ ተላላፊ በሽታ
48,en,am-ET,corona virus outbreak,የኮሮና ቫይረስ መስፋፋት
49,en,am-ET,corona virus scare,የኮሮና ቫይረስ ፍርሃት
50,en,am-ET,coronavirus,ኮሮናቫይረስ
51,en,am-ET,coronavirus cases,የኮሮናቫይረስ ኬዞች
52,en,am-ET,coronavirus outbreak,የኮሮናቫይረስ መስፋፋት
53,en,am-ET,coronavirus pandemic,የኮሮናቫይረስ ወረርሽኝ
54,en,am-ET,coronavirus scare,የኮሮናቫይረስ ፍርሃት
55,en,am-ET,cough,ሳል
56,en,am-ET,cough etiquette,የማሳል ሁኔታ
57,en,am-ET,coughing,ማሳል
58,en,am-ET,cov 19,ኮቭ 19
59,en,am-ET,cov19,ኮቭ19
60,en,am-ET,COVID,ኮቪድ
61,en,am-ET,COVID-19 crisis,የኮቪድ-19 ቀውሶች
62,en,am-ET,covid-19,ኮቪድ-19
63,en,am-ET,covid19,ኮቪድ19
64,en,am-ET,COVID-19 epidemic,የኮቪድ-19 ተላላፊ በሽታ
65,en,am-ET,COVID-19 outbreak,የኮቪድ-19 መስፋፋት
66,en,am-ET,COVID-19 pandemic,የኮቪድ-19 ወረርሽኝ
67,en,am-ET,COVID 19,ኮቪድ 19
68,en,am-ET,current crisis,ወቅታዊ ቀውስ
69,en,am-ET,current health crisis,ወቅታዊ የጤና ቀውስ
70,en,am-ET,current outbreak,ወቅታዊ መስፋፋት
71,en,am-ET,current pandemic,ወቅታዊ ወረርሽኝ
72,en,am-ET,CV,ሲቪ
73,en,am-ET,CV-19,ሲቪ-19
74,en,am-ET,deadly,ገዳይ
75,en,am-ET,deadly virus,ገዳይ ቫይረስ
76,en,am-ET,death rate,የሞት መጠን
77,en,am-ET,death toll,የሟች ቁጥር
78,en,am-ET,decontaminate,ብክለትን ማስወገድ
79,en,am-ET,detectable,የሚለይ
80,en,am-ET,detergent,ሳሙና
81,en,am-ET,difficulty breathing,የአተነፋፈስ ችግር
82,en,am-ET,diabetes,የስኳር በሽታ
83,en,am-ET,diagnosable disease,በምርመራ መታወቅ የሚችል በሽታ
84,en,am-ET,diagnostic protocol,የምርመራ ፕሮቶኮል
85,en,am-ET,diagnostic testing,የምርመራ ፍተሻ
86,en,am-ET,disease itself,በሽታው ራሱ
87,en,am-ET,disease outbreak,የበሽታ መስፋፋት
88,en,am-ET,disinfectant,ፀረ-ባክቴሪያ
89,en,am-ET,disposable,የሚጣል
90,en,am-ET,droplet transmission,የጠብታ መተላለፍ
91,en,am-ET,droplets,ጠብታዎች
92,en,am-ET,dry cough,ደረቅ ሳል
93,en,am-ET,dry surface contamination,የደረቅ ስፍራ መበከል
94,en,am-ET,ebola,ኢቦላ
95,en,am-ET,effective treatment,ውጤታማ ህክምና
96,en,am-ET,electron microscope,ኤሌክትሮን ማይክሮስኮፕ
97,en,am-ET,emergency department,የድንገተኛ መምሪያ
98,en,am-ET,epidemic,ተላላፊ
99,en,am-ET,epidemic curve,የተላፊፊነት ከርቭ
100,en,am-ET,epidemic peak,የተላፊፊነት የመጨረሻ ከፍተኛ
101,en,am-ET,epidemiologist,ኢፒዲሞሎጂስት
102,en,am-ET,exposure,ተጋላጭነት
103,en,am-ET,extreme caution,ከፍተኛ ጥንቃቄ
104,en,am-ET,eye protection,የአይን መከላከለያ
105,en,am-ET,face mask,የፊት ጭምብል
106,en,am-ET,face masks,የፊት ጭምብሎች
107,en,am-ET,family cluster,የቤተሰብ ክለስተር
108,en,am-ET,fatality rate,የሞት መጠን
109,en,am-ET,fecal contamination,የፌካል ብክለት
110,en,am-ET,fever,ትኩሳት
111,en,am-ET,flatten the infection curve,የኢንፌክሽን ከርቭ ማውረድ
112,en,am-ET,flu,ኢንፎሎዌንዛ
113,en,am-ET,food safety,የምግብ ደህንነት
114,en,am-ET,formaldehyde,ፎርማልዲሃይድ
115,en,am-ET,gastroenteritis,ጋስትሮንቴሪቲስ
