id,sourceLang,targetLang,sourceString,targetString
1,en,hy-AM,1918 flu,1918թ․ գրիպ
2,en,hy-AM,acute bronchitis,սուր բրոնխիտ
3,en,hy-AM,acute respiratory disease,սուր շնչառական հիվանդություն
4,en,hy-AM,AIDS,ՁԻԱՀ
5,en,hy-AM,airborne droplets,օդակաթիլային
6,en,hy-AM,airway,շնչառական ուղիներ
7,en,hy-AM,alcohol-based,ալկոհոլային հիմքով
8,en,hy-AM,alcohol-based hand rub,ալկոհոլային հիմքով ձեռքի քսուկ
9,en,hy-AM,alcohol-based hand sanitizer,ալկոհոլային հիմքով ախտահանիչ
10,en,hy-AM,alveolar disease,ալվեոլային հիվանդություն
11,en,hy-AM,an epidemic,համաճարակ
12,en,hy-AM,annual flu,սեզոնային գրիպ
13,en,hy-AM,anti-inflammatory drug,հակաբորբոքային դեղամիջոց
14,en,hy-AM,antiviral drug,հակավիրուսային դեղամիջոց
15,en,hy-AM,antiviral treatment,հակավիրուսային բուժում
16,en,hy-AM,assay,փորձ
17,en,hy-AM,asymptomatic,ասիմպտոմ
18,en,hy-AM,avian flu,թռչնագրիպ
19,en,hy-AM,Black Plague,Սև Մահ
20,en,hy-AM,blood pressure,արյան ճնշում
21,en,hy-AM,body fluid,կենսաբանական հեղուկ
22,en,hy-AM,breathing,շնչառություն
23,en,hy-AM,bubonic plague,բուբոնային ժանտախտ
24,en,hy-AM,c19,c19
25,en,hy-AM,cv19,cv19
26,en,hy-AM,case fatality rate,մահացության ցուցանիշ
27,en,hy-AM,causative agent,հարուցիչ
28,en,hy-AM,CDC,Հիվանդությունների վերահսկման և կանխարգելման կենտրոն (ՀՎԿԿ)
29,en,hy-AM,chemical disinfection,քիմիական ախտահանում
30,en,hy-AM,chest x-ray,կրծքավանդակի ռենտգեն
31,en,hy-AM,clinical diagnosis,կլինիկական ախտորոշում
32,en,hy-AM,clinical trial,կլինիկական փորձարկում
33,en,hy-AM,close contact,սերտ շփում
34,en,hy-AM,cvirus,C-վարակ
35,en,hy-AM,chronic respiratory disease,խրոնիկ ռեսպիրատորային հիվանդություն
36,en,hy-AM,common cold,մրսածություն
37,en,hy-AM,common flu,հասարակ գրիպ
38,en,hy-AM,communicable disease,ինֆեկցիոն հիվանդություն
39,en,hy-AM,community spread,համայնքային տարածում
40,en,hy-AM,community transmission,համայնքային փոխանցում
41,en,hy-AM,compromised immune system,թուլացած իմունային համակարգ
42,en,hy-AM,contagion,վարակ
43,en,hy-AM,contagious,վարակիչ
44,en,hy-AM,contagiousness,վարակիչություն
45,en,hy-AM,corona,կորոնա
46,en,hy-AM,corona virus,կորոնա վիրուս
47,en,hy-AM,corona virus epidemic,կորոնավիրուսի համաճարակ
48,en,hy-AM,corona virus outbreak,կորոնավիրուսի բռնկում
49,en,hy-AM,corona virus scare,կորոնավիրուսային տագնապ
50,en,hy-AM,coronavirus,կորոնավիրուս
51,en,hy-AM,coronavirus cases,կորոնավիրուսի դեպքեր
52,en,hy-AM,coronavirus outbreak,կորոնավիրուսի բռնկում
53,en,hy-AM,coronavirus pandemic,կորոնավիրուսի պանդեմիա
54,en,hy-AM,coronavirus scare,կորոնավիրուսային տագնապ
55,en,hy-AM,cough,հազ
56,en,hy-AM,cough etiquette,հազալու վերվելակարգ
57,en,hy-AM,coughing,հազալ
58,en,hy-AM,cov 19,cov 19
59,en,hy-AM,cov19,cov19
60,en,hy-AM,COVID,COVID
61,en,hy-AM,COVID-19 crisis,COVID-19-ի ճգնաժամ
62,en,hy-AM,covid-19,covid-19
63,en,hy-AM,covid19,covid19
64,en,hy-AM,COVID-19 epidemic,COVID-19-ի համաճարակ
65,en,hy-AM,COVID-19 outbreak,COVID-19-ի բռնկում
66,en,hy-AM,COVID-19 pandemic,COVID-19-ի պանդեմիա
67,en,hy-AM,COVID 19,COVID 19
68,en,hy-AM,current crisis,ներկա ճգնաժամ
69,en,hy-AM,current health crisis,ներկա առողջական ճգնաժամ
70,en,hy-AM,current outbreak,ներկա բռնկում
71,en,hy-AM,current pandemic,ներկա պանդեմիա
72,en,hy-AM,CV,CV
73,en,hy-AM,CV-19,CV-19
74,en,hy-AM,deadly,մահացու
75,en,hy-AM,deadly virus,մահացու վիրուս
76,en,hy-AM,death rate,մահացություն
77,en,hy-AM,death toll,զոհերի քանակ
78,en,hy-AM,decontaminate,ախտահանել
79,en,hy-AM,detectable,հայտնաբերելի
80,en,hy-AM,detergent,մաքրող միջոց
81,en,hy-AM,difficulty breathing,դժվար շնչառություն
82,en,hy-AM,diabetes,շաքարային դիաբետ
83,en,hy-AM,diagnosable disease,ախտորոշվող հիվանդություն
84,en,hy-AM,diagnostic protocol,ախտորոշման արձանագրություն
85,en,hy-AM,diagnostic testing,ախտորոշիչ թեստավորում
86,en,hy-AM,disease itself,հիվանդությունն ինքնին
87,en,hy-AM,disease outbreak,հիվանդության բռնկում
88,en,hy-AM,disinfectant,ախտահանող միջոց
89,en,hy-AM,disposable,մեկանգամյա
90,en,hy-AM,droplet transmission,կաթիլային ճանապարհով փոխանցում
91,en,hy-AM,droplets,կաթիլներ
92,en,hy-AM,dry cough,չոր հազ
93,en,hy-AM,dry surface contamination,չոր մակերեսի ախտոտվածություն
94,en,hy-AM,ebola,էբոլա
95,en,hy-AM,effective treatment,արդյունավետ բուժում
96,en,hy-AM,electron microscope,էլեկտրոնային մանրադիտակ
97,en,hy-AM,emergency department,շտապ օգնության բաժանմունք
98,en,hy-AM,epidemic,համաճարակ
99,en,hy-AM,epidemic curve,համաճարակի կոր
100,en,hy-AM,epidemic peak,համաճարակի գագաթնակետ
101,en,hy-AM,epidemiologist,համաճարակաբան
102,en,hy-AM,exposure,ազդեցություն
103,en,hy-AM,extreme caution,ծայրահեղ զգուշության
104,en,hy-AM,eye protection,աչքերի պաշտպանություն
105,en,hy-AM,face mask,դիմակ
106,en,hy-AM,face masks,դիմակներ
107,en,hy-AM,family cluster,ընտանեկան խումբ
108,en,hy-AM,fatality rate,մահացության ցուցանիշ
109,en,hy-AM,fecal contamination,ֆեկալ աղտոտում
110,en,hy-AM,fever,տենդ
