id,sourceLang,targetLang,sourceString,targetString
1,en,bg-BG,1918 flu,грипът през 1918 г.
2,en,bg-BG,acute bronchitis,остър бронхит
3,en,bg-BG,acute respiratory disease,остра респираторна болест
4,en,bg-BG,AIDS,СПИН
5,en,bg-BG,airborne droplets,въздушни капчици
6,en,bg-BG,airway,дихателни пътища
7,en,bg-BG,alcohol-based,на алкохолна основа
8,en,bg-BG,alcohol-based hand rub,гел за ръце на алкохолна основа
9,en,bg-BG,alcohol-based hand sanitizer,дезинфектант за ръце на алкохолна основа
10,en,bg-BG,alveolar disease,алвеоларна болест
11,en,bg-BG,an epidemic,епидемия
12,en,bg-BG,annual flu,годишен грип
13,en,bg-BG,anti-inflammatory drug,противовъзпалително лекарство
14,en,bg-BG,antiviral drug,противовирусно лекарство
15,en,bg-BG,antiviral treatment,противовирусно лечение
16,en,bg-BG,assay,проба
17,en,bg-BG,asymptomatic,асимптоматично
18,en,bg-BG,avian flu,птичи грип
19,en,bg-BG,Black Plague,Черна чума
20,en,bg-BG,blood pressure,кръвно налягане
21,en,bg-BG,body fluid,телесна течност
22,en,bg-BG,breathing,дишане
23,en,bg-BG,bubonic plague,чума
24,en,bg-BG,c19,c19
25,en,bg-BG,cv19,cv19
26,en,bg-BG,case fatality rate,коефициент на смъртност на случаите
27,en,bg-BG,causative agent,причинител
28,en,bg-BG,CDC,ЦКЗ
29,en,bg-BG,chemical disinfection,химична дезинфекция
30,en,bg-BG,chest x-ray,рентгенография на гръдния кош
31,en,bg-BG,clinical diagnosis,клинична диагноза
32,en,bg-BG,clinical trial,клинично изпитване
33,en,bg-BG,close contact,близък контакт
34,en,bg-BG,cvirus,коронавирус
35,en,bg-BG,chronic respiratory disease,хронична респираторна болест
36,en,bg-BG,common cold,обикновена настинка
37,en,bg-BG,common flu,обикновен грип
38,en,bg-BG,communicable disease,заразна болест
39,en,bg-BG,community spread,разпространение в общността
40,en,bg-BG,community transmission,предаване в общността
41,en,bg-BG,compromised immune system,компрометирана имунна система
42,en,bg-BG,contagion,зараза
43,en,bg-BG,contagious,заразен
44,en,bg-BG,contagiousness,заразност
45,en,bg-BG,corona,корона
46,en,bg-BG,corona virus,коронавирус
47,en,bg-BG,corona virus epidemic,епидемия от коронавирус
48,en,bg-BG,corona virus outbreak,огнище на коронавирус
49,en,bg-BG,corona virus scare,страх от коронавирус
50,en,bg-BG,coronavirus,коронавирус
51,en,bg-BG,coronavirus cases,случаи на коронавирус
52,en,bg-BG,coronavirus outbreak,огнище на коронавирус
53,en,bg-BG,coronavirus pandemic,пандемия от коронавирус
54,en,bg-BG,coronavirus scare,страх от коронавирус
55,en,bg-BG,cough,кашлица
56,en,bg-BG,cough etiquette,етикет при кашлица
57,en,bg-BG,coughing,кашляне
58,en,bg-BG,cov 19,cov 19
59,en,bg-BG,cov19,cov19
60,en,bg-BG,COVID,COVID
61,en,bg-BG,COVID-19 crisis,кризисна ситуация поради COVID-19
62,en,bg-BG,covid-19,covid-19
63,en,bg-BG,covid19,covid19
64,en,bg-BG,COVID-19 epidemic,епидемия от COVID-19
65,en,bg-BG,COVID-19 outbreak,огнище на COVID-19
66,en,bg-BG,COVID-19 pandemic,пандемия от COVID-19
67,en,bg-BG,COVID 19,COVID 19
68,en,bg-BG,current crisis,текуща кризисна ситуация
69,en,bg-BG,current health crisis,текуща здравна криза
70,en,bg-BG,current outbreak,текущо огнище
71,en,bg-BG,current pandemic,текуща пандемия
72,en,bg-BG,CV,CV
73,en,bg-BG,CV-19,CV-19
74,en,bg-BG,deadly,смъртоносен
75,en,bg-BG,deadly virus,смъртоносен вирус
76,en,bg-BG,death rate,смъртност
77,en,bg-BG,death toll,брой на умрелите
78,en,bg-BG,decontaminate,обеззаразяване
79,en,bg-BG,detectable,откриваем
80,en,bg-BG,detergent,почистващ препарат
81,en,bg-BG,difficulty breathing,затруднено дишане
82,en,bg-BG,diabetes,диабет
83,en,bg-BG,diagnosable disease,"заболяване, подлежащо на диагностициране"
84,en,bg-BG,diagnostic protocol,диагностичен протокол
85,en,bg-BG,diagnostic testing,диагностично изследване
86,en,bg-BG,disease itself,самата болест
87,en,bg-BG,disease outbreak,огнище на болестта
88,en,bg-BG,disinfectant,дезинфектант
89,en,bg-BG,disposable,за еднократна употреба
90,en,bg-BG,droplet transmission,предаване по въздушно-капков път
91,en,bg-BG,droplets,капчици
92,en,bg-BG,dry cough,суха кашлица
93,en,bg-BG,dry surface contamination,заразяване от суха повърхност
94,en,bg-BG,ebola,ебола
95,en,bg-BG,effective treatment,ефективно лечение
96,en,bg-BG,electron microscope,електронен микроскоп
97,en,bg-BG,emergency department,спешно отделение
98,en,bg-BG,epidemic,епидемия
99,en,bg-BG,epidemic curve,крива на епидемията
100,en,bg-BG,epidemic peak,пик на епидемията
101,en,bg-BG,epidemiologist,епидемиолог
102,en,bg-BG,exposure,излагане
103,en,bg-BG,extreme caution,изключително внимание
104,en,bg-BG,eye protection,защита на очите
105,en,bg-BG,face mask,маска за лице
106,en,bg-BG,face masks,маски за лице
107,en,bg-BG,family cluster,семейно струпване
108,en,bg-BG,fatality rate,коефициент на смъртност
109,en,bg-BG,fecal contamination,фекално заразяване
110,en,bg-BG,fever,треска
111,en,bg-BG,flatten the infection curve,изравняване на кривата на инфекцията
112,en,bg-BG,flu,грип
113,en,bg-BG,food safety,безопасност на храните
114,en,bg-BG,formaldehyde,формалдехид
115,en,bg-BG,gastroenteritis,гастроентерит
116,en,bg-BG,germicide,антибактериално
117,en,bg-BG,global pandemic,глобална пандемия
118,en,bg-BG,global warming,глобално затопляне
119,en,bg-BG,good respiratory hygiene,добра дихателна хигиена
120,en,bg-BG,Guangdong,Гуандун
121,en,bg-BG,H1N1,H1N1
122,en,bg-BG,H1N1 virus,вирус H1N1
123,en,bg-BG,hand disinfectant,дезинфектант за ръце
124,en,bg-BG,hand sanitizer,дезинфектант за ръце
125,en,bg-BG,health care provider,доставчик на здравни грижи
126,en,bg-BG,health crisis,здравна криза
127,en,bg-BG,health plan carrier,доставчик за здравен план
128,en,bg-BG,health services,здравни услуги
129,en,bg-BG,heart failure,сърдечна недостатъчност
130,en,bg-BG,high fever,висока температура
131,en,bg-BG,HIV,HIV
132,en,bg-BG,hospitalize,хоспитализиране
133,en,bg-BG,household bleach,белина за домашни условия
134,en,bg-BG,Hubei,Хубей
135,en,bg-BG,hydrogen peroxide,водороден пероксид
136,en,bg-BG,hygiene,хигиена
137,en,bg-BG,immune system,имунна система
138,en,bg-BG,immunity,имунитет
139,en,bg-BG,immunocompromised,имунокомпрометиран
140,en,bg-BG,immunologist,имунолог
141,en,bg-BG,incubation,инкубация
142,en,bg-BG,incubation period,инкубационен период
143,en,bg-BG,indirect contact,непряк контакт
144,en,bg-BG,infect,заразявам
145,en,bg-BG,infection,инфекция
146,en,bg-BG,infectious,заразен
147,en,bg-BG,infectivity,заразност
148,en,bg-BG,influenza,инфлуенца
149,en,bg-BG,initial transmission event,първоначално предаване
150,en,bg-BG,intensive care equipment,интензивно оборудване
151,en,bg-BG,intermediate host,междинен гостоприемник
152,en,bg-BG,intrauterine,вътрематочно
153,en,bg-BG,intubation,интубация
154,en,bg-BG,isolation,изолация
155,en,bg-BG,Isopropanol,изопропанол
156,en,bg-BG,laboratory test kit,лабораторен комплект за тестване
157,en,bg-BG,laboratory testing,лабораторно тестване
158,en,bg-BG,lack of testing,липса на тестване
159,en,bg-BG,lack of tests,липса на тестове
160,en,bg-BG,latest updates,най-актуалната информация
161,en,bg-BG,liver failure,чернодробна недостатъчност
162,en,bg-BG,local public health authority,местен орган за обществено здраве
163,en,bg-BG,lockdown,заключване
164,en,bg-BG,lungs,бели дробове
165,en,bg-BG,masks,маски
166,en,bg-BG,measles,морбили
167,en,bg-BG,mechanical ventilation,механична вентилация
168,en,bg-BG,media coverage,медийно покритие
169,en,bg-BG,medical care,медицински грижи
170,en,bg-BG,MERS,MERS
171,en,bg-BG,MERS CoV,MERS CoV
172,en,bg-BG,microbiologist,микробиолог
173,en,bg-BG,mild cough,лека кашлица
174,en,bg-BG,mortality rate,смъртност
175,en,bg-BG,multi-organ failure,многоорганна недостатъчност
176,en,bg-BG,nasal congestion,запушване на носа
177,en,bg-BG,neutral detergent,неутрален почистващ препарат
178,en,bg-BG,new normal,новото нормално
179,en,bg-BG,novel corona virus,нов коронавирус
180,en,bg-BG,novel coronavirus,нов коронавирус
181,en,bg-BG,novel coronavirus outbreak,ново огнище на коронавирус
182,en,bg-BG,novel virus,нов вирус
183,en,bg-BG,online medical consultation,онлайн медицинска консултация
184,en,bg-BG,onset,начало
185,en,bg-BG,outbreak,огнище
186,en,bg-BG,outbreak readiness,готовност при избухване на огнище
187,en,bg-BG,overall case fatality,обща смъртност на случаите
188,en,bg-BG,pandemic,пандемия
189,en,bg-BG,pangolin,панголин
190,en,bg-BG,pathogen,патоген
191,en,bg-BG,pathology,патология
192,en,bg-BG,patient care equipment,оборудване за грижи за пациентите
193,en,bg-BG,personal protective equipment,лично предпазно оборудване
194,en,bg-BG,person-to-person transmission,предаване от човек на човек
195,en,bg-BG,phlegm,храчка
196,en,bg-BG,physical contact,физически контакт
197,en,bg-BG,plague,чума
198,en,bg-BG,pneumonia,пневмония
199,en,bg-BG,pneumonias,пневмонии
200,en,bg-BG,positive test,положителен тест
201,en,bg-BG,precaution,предпазна мярка
202,en,bg-BG,precautionary,предпазен
203,en,bg-BG,pre-existing condition,предшестващо състояние
204,en,bg-BG,preparedness,готовност
205,en,bg-BG,prognosis,прогноза
206,en,bg-BG,protect myself,предпазвам себе си
207,en,bg-BG,protect others,предпазвам останалите
208,en,bg-BG,protect yourself,предпазвайте себе си
209,en,bg-BG,protective measures,предпазни мерки
210,en,bg-BG,public health crisis,обществена здравна криза
211,en,bg-BG,pulmonary tissue damage,увреждане на белодробната тъкан
212,en,bg-BG,quarantine,карантина
213,en,bg-BG,rapid risk assessment,бърза оценка на риска
214,en,bg-BG,reagent,реагент
215,en,bg-BG,regular flu,стандартен грип
216,en,bg-BG,reinfection,повторно заразяване
217,en,bg-BG,renal disease,бъбречна болест
218,en,bg-BG,renal failure,бъбречна недостатъчност
219,en,bg-BG,respirator,респиратор
220,en,bg-BG,respiratory,дихателен
221,en,bg-BG,respiratory disease,дихателна болест
222,en,bg-BG,respiratory distress,дихателен дистрес
223,en,bg-BG,respiratory droplets,дихателни капчици
224,en,bg-BG,respiratory hygiene,дихателна хигиена
225,en,bg-BG,respiratory illness,дихателно заболяване
226,en,bg-BG,respiratory syndrome,респираторен синдром
227,en,bg-BG,respiratory tract disease,заболяване на дихателните пътища
228,en,bg-BG,restrictions,ограничения
229,en,bg-BG,resurge,възстановяване
230,en,bg-BG,RNA,РНК
231,en,bg-BG,rubeola,рубеола
232,en,bg-BG,runny nose,хрема
233,en,bg-BG,SARS,SARS
234,en,bg-BG,SARS-CoV-2,SARS-CoV-2
235,en,bg-BG,SARS-CoV,SARS-CoV
236,en,bg-BG,sars-related coronavirus,"коронавирус, свързан със SARS"
237,en,bg-BG,seasonal flu,сезонен грип
238,en,bg-BG,seasonal influenza,сезонна инфлуенца
239,en,bg-BG,secretion,секреция
240,en,bg-BG,self-quarantine,самоналожена карантина
241,en,bg-BG,sepsis,сепсис
242,en,bg-BG,septic shock,септичен шок
243,en,bg-BG,Severe Acute Respiratory Syndrome,тежък остър респираторен синдром
244,en,bg-BG,shortness of breath,недостиг на въздух
245,en,bg-BG,sickened,разболял се
246,en,bg-BG,sickness,болест
247,en,bg-BG,sneeze,кихам
248,en,bg-BG,sneezes,киха
249,en,bg-BG,sneezing,кихане
250,en,bg-BG,social distancing,социално дистанциране
251,en,bg-BG,sore throat,възпалено гърло
252,en,bg-BG,spanish flu,испански грип
253,en,bg-BG,specimen collection,събиране на проби
254,en,bg-BG,spread,разпространение
255,en,bg-BG,sputum,слюнка
256,en,bg-BG,stigmatisation,заклеймяване
257,en,bg-BG,supportive,подкрепящ
258,en,bg-BG,surface,повърхност
259,en,bg-BG,surfaces,повърхности
260,en,bg-BG,suspected infection,подозрение за инфекция
261,en,bg-BG,swab,тампон
262,en,bg-BG,swine flu,свински грип
263,en,bg-BG,symptom,симптом
264,en,bg-BG,symptomatic,симптоматичен
265,en,bg-BG,symptoms,симптоми
266,en,bg-BG,targeted disinfection,целенасочена дезинфекция
267,en,bg-BG,test kit,комплект за тестване
268,en,bg-BG,testing error,грешка при тестване
269,en,bg-BG,tissue damage,увреждане на тъканите
270,en,bg-BG,tp shortage,недостиг на тх
271,en,bg-BG,toilet paper shortage,недостиг на тоалетна хартия
272,en,bg-BG,touch,докосвам
273,en,bg-BG,touching,докосване
274,en,bg-BG,transmissibility,предаване
275,en,bg-BG,transmissible,предаваем
276,en,bg-BG,transmission,предаване
277,en,bg-BG,transmission potential,предавателен потенциал
278,en,bg-BG,typical flu,типичен грип
279,en,bg-BG,underlying disease,основно заболяване
280,en,bg-BG,updates,актуализации
281,en,bg-BG,vaccine,ваксина
282,en,bg-BG,vaccines,ваксини
283,en,bg-BG,ventilation,вентилация
284,en,bg-BG,ventilator,вентилатор
285,en,bg-BG,ventilators,вентилатори
286,en,bg-BG,viral infection,вирусна инфекция
287,en,bg-BG,viral outbreak,вирусно огнище
288,en,bg-BG,viral pandemic,вирусна пандемия
289,en,bg-BG,viral pneumonia,вирусна пневмония
290,en,bg-BG,virtual care,виртуална грижа
291,en,bg-BG,virulence,вирулентност
292,en,bg-BG,virus itself,самият вирус
293,en,bg-BG,virus outbreak,огнище на вируса
294,en,bg-BG,virus scare,страх от вируса
295,en,bg-BG,virus spreads,разпространение на вируса
296,en,bg-BG,virus strain,щам на вируса
297,en,bg-BG,viral transmission,вирусно предаване
298,en,bg-BG,vivid-19,vivid-19
299,en,bg-BG,washing hands,миене на ръцете
300,en,bg-BG,washing ones hands,мия си ръцете
301,en,bg-BG,wash your hands,мийте си ръцете
302,en,bg-BG,white blood cell count,брой на белите кръвни клетки
303,en,bg-BG,widespread transmission,широко разпространено предаване
304,en,bg-BG,working from home,работа от вкъщи
305,en,bg-BG,WFH,WFH
306,en,bg-BG,Wuhan,Ухан
