id,sourceLang,targetLang,sourceString,targetString
1,en,ka-GE,1918 flu,1918 გრიპი
2,en,ka-GE,acute bronchitis,მწვავე ბრონქიტი
3,en,ka-GE,acute respiratory disease,მწვავე რესპირატორული დაავადება
4,en,ka-GE,AIDS,შიდსი
5,en,ka-GE,airborne droplets,ჰაერწვეთოვანი გზით გავრცელება
6,en,ka-GE,airway,სასუნთქი გზები
7,en,ka-GE,alcohol-based,სპირტზე დამზადებული
8,en,ka-GE,alcohol-based hand rub,სპირტზე დამზადებული ხელის დასამუშავებელი საშუალება
9,en,ka-GE,alcohol-based hand sanitizer,სპირტზე დამზადებული ხელის მადეზინფიცირებადი საშუალება
10,en,ka-GE,alveolar disease,ალვეოკოკოზი
11,en,ka-GE,an epidemic,ეპიდემია
12,en,ka-GE,annual flu,ყოველწლიური გრიპი
13,en,ka-GE,anti-inflammatory drug,ანთების საწინაღმდეგო საშუალება
14,en,ka-GE,antiviral drug,ანტივირუსული საშუალება
15,en,ka-GE,antiviral treatment,ანტივირუსული მკურნალობა
16,en,ka-GE,assay,ანალიზი
17,en,ka-GE,asymptomatic,უსიმპტომო
18,en,ka-GE,avian flu,ფრინველის გრიპი
19,en,ka-GE,Black Plague,შავი ჭირი
20,en,ka-GE,blood pressure,სისხლის წნევა
21,en,ka-GE,body fluid,სითხის დონე სხეულში
22,en,ka-GE,breathing,სუნთქვა
23,en,ka-GE,bubonic plague,ბუბონური შავი ჭირი
24,en,ka-GE,c19,c19
25,en,ka-GE,cv19,cv19
26,en,ka-GE,case fatality rate,დაავადების ლეტალურობის მაჩვენებელი
27,en,ka-GE,causative agent,ეტიოლოგიური ფაქტორი
28,en,ka-GE,CDC,დაავადებათა კონტროლის ცენტრი
29,en,ka-GE,chemical disinfection,ქიმიური დეზინფექცია
30,en,ka-GE,chest x-ray,გულმკერდის რენტგენი
31,en,ka-GE,clinical diagnosis,კლინიკური დიაგნოზი
32,en,ka-GE,clinical trial,კლინიკური კვლევა
33,en,ka-GE,close contact,ახლო კონტაქტი
34,en,ka-GE,cvirus,c-ვირუსი
35,en,ka-GE,chronic respiratory disease,ქრონიკული რესპირატორული დაავადება
36,en,ka-GE,common cold,ზედა სასუნთქი გზების ვირუსული ინფექცია
37,en,ka-GE,common flu,ჩვეულებრივი გრიპი
38,en,ka-GE,communicable disease,ინფექციური დაავადება
39,en,ka-GE,community spread,საზოგადოებაში გავრცელება
40,en,ka-GE,community transmission,საზოგადოებაში გადაცემა
41,en,ka-GE,compromised immune system,სუსტი იმუნური სისტემა
42,en,ka-GE,contagion,ინფექციური აგენტი
43,en,ka-GE,contagious,გადამდები
44,en,ka-GE,contagiousness,გადამდებობა
45,en,ka-GE,corona,კორონა
46,en,ka-GE,corona virus,კორონა ვირუსი
47,en,ka-GE,corona virus epidemic,კორონა ვირუსის ეპიდემია
48,en,ka-GE,corona virus outbreak,კორონა ვირუსის ეპიდაფეთქება
49,en,ka-GE,corona virus scare,კორონა ვირუსის შიში
50,en,ka-GE,coronavirus,კორონავირუსი
51,en,ka-GE,coronavirus cases,კორონავირუსის შემთხვევები
52,en,ka-GE,coronavirus outbreak,კორონავირუსის ეპიდაფეთქება
53,en,ka-GE,coronavirus pandemic,კორონავირუსის პანდემია
54,en,ka-GE,coronavirus scare,კორონავირუსის შიში
55,en,ka-GE,cough,ხველა
56,en,ka-GE,cough etiquette,ხველის ეტიკეტი
57,en,ka-GE,coughing,ხველება
58,en,ka-GE,cov 19,cov 19
59,en,ka-GE,cov19,cov19
60,en,ka-GE,COVID,COVID
61,en,ka-GE,COVID-19 crisis,COVID-19-ის კრიზისი
62,en,ka-GE,covid-19,covid-19
