id,sourceLang,targetLang,sourceString,targetString
1,en,id-ID,1918 flu,Flu 1918
2,en,id-ID,acute bronchitis,bronkitis akut
3,en,id-ID,acute respiratory disease,penyakit pernapasan akut
4,en,id-ID,AIDS,AIDS
5,en,id-ID,airborne droplets,tetesan yang ada di udara
6,en,id-ID,airway,jalur pernapasan
7,en,id-ID,alcohol-based,berbasis alkohol
8,en,id-ID,alcohol-based hand rub,pengusap tangan berbasis alkohol
9,en,id-ID,alcohol-based hand sanitizer,pembersih tangan berbasis alkohol
10,en,id-ID,alveolar disease,pernyakit alveolar
11,en,id-ID,an epidemic,wabah
12,en,id-ID,annual flu,flu tahunan
13,en,id-ID,anti-inflammatory drug,obat anti radang
14,en,id-ID,antiviral drug,obat antivirus
15,en,id-ID,antiviral treatment,pengobatan antivirus
16,en,id-ID,assay,pengujian kadar logam
17,en,id-ID,asymptomatic,tanpa gejala
18,en,id-ID,avian flu,flu burung
19,en,id-ID,Black Plague,Wabah Hitam
20,en,id-ID,blood pressure,tekanan darah
21,en,id-ID,body fluid,fluida tubuh
22,en,id-ID,breathing,bernapas
23,en,id-ID,bubonic plague,penyakit pes
24,en,id-ID,c19,c19
25,en,id-ID,cv19,cv19
26,en,id-ID,case fatality rate,tingkat kasus kematian
27,en,id-ID,causative agent,agent penyebab
28,en,id-ID,CDC,CDC
29,en,id-ID,chemical disinfection,desinfektasi kimia
30,en,id-ID,chest x-ray,rontgen dada
31,en,id-ID,clinical diagnosis,diagnosis klinik
32,en,id-ID,clinical trial,percobaan klinik
33,en,id-ID,close contact,kontak dekat
34,en,id-ID,cvirus,virus c
35,en,id-ID,chronic respiratory disease,penyakit pernapasan kronis
36,en,id-ID,common cold,demam biasa
37,en,id-ID,common flu,flu biasa
38,en,id-ID,communicable disease,penyakit menular
39,en,id-ID,community spread,penyabaran komunitas
40,en,id-ID,community transmission,transmisi komunitas
41,en,id-ID,compromised immune system,sistem imun yang dikompromikan
42,en,id-ID,contagion,penularan
43,en,id-ID,contagious,menular
44,en,id-ID,contagiousness,tingkat penularan
45,en,id-ID,corona,korona
46,en,id-ID,corona virus,virus korona
47,en,id-ID,corona virus epidemic,wabah virus korona
48,en,id-ID,corona virus outbreak,wabah besar virus korona
49,en,id-ID,corona virus scare,ketakutan virus korona
50,en,id-ID,coronavirus,virus korona
51,en,id-ID,coronavirus cases,kasus virus korona
52,en,id-ID,coronavirus outbreak,wabah besar virus korona
53,en,id-ID,coronavirus pandemic,wabah virus korona
54,en,id-ID,coronavirus scare,ketakutan virus korona
55,en,id-ID,cough,batuk
56,en,id-ID,cough etiquette,etika batuk
57,en,id-ID,coughing,batuk
58,en,id-ID,cov 19,cov 19
59,en,id-ID,cov19,cov19
60,en,id-ID,COVID,COVID
61,en,id-ID,COVID-19 crisis,krisis COVID-19
62,en,id-ID,covid-19,covid-19
63,en,id-ID,covid19,covid19
